title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
"Theories of Reading - Books, Bodies and Bibliomania",Littau,208,Polity Press,2006-12-19,21.96,9.04,3.9,30,0,2,7,13,8,698303,9780745616599,English,"Society, Social, Sciences"
The Comfort Book : Special Winter Edition,Matt Haig,272,Canongate Books,2021-11-01,19.24,1.76,4.1,40221,496,1696,7320,14451,16258,220320,9781838857004,English,"Society, Social, Sciences"
Can Love Last? : The Fate of Romance over Time,Stephen A. Mitchell,224,WW Norton & Co,2003-03-05,16.03,0.37,3.97,457,5,26,104,164,158,59356,9780393323733,English,"Society, Social, Sciences"
Empiricism and Subjectivity : An Essay on Hume's Theory of Human Nature,"Gilles Deleuze, Constantin V. Boundas",186,Columbia University Press,2001-10-10,25.47,5.03,4.09,212,0,8,41,87,76,202388,9780231068130,English,"Society, Social, Sciences"
"Classroom-ready Number Talks For Third, Fourth And Fifth Grade Teachers : 1000 Interactive Math Activities that Promote Conceptual Und",Nancy Hughes,304,Ulysses Press,2018-03-29,17.18,0.81,4.18,11,1,0,0,5,5,157972,9781612437279,English,"Society, Social, Sciences"
Woman'S Book of Meditation : Discovering the Power of a Peaceful Mind,Hari Kaur Khalsa,240,"Avery Publishing Group Inc.,U.S.",2006-09-07,16.78,0.22,3.93,68,2,2,16,27,21,295761,9781583332535,English,"Society, Social, Sciences"
Three Uses of the Knife : On the Nature and Purpose of Drama,David Mamet,96,Random House USA Inc,2000-06-13,11.59,2.91,3.87,1650,35,93,417,608,497,121105,9780375704239,English,"Society, Social, Sciences"
This Is a Book for People Who Love the Royals,Rebecca Stoeker,184,"Running Press,U.S.",2020-11-12,14.32,6.18,4.04,148,0,7,27,67,47,276683,9780762470846,English,"Society, Social, Sciences"
The Great Book of Badass Women : 15 Fearless and Inspirational Women that Changed History,"Rachel Walsh, Bill O'Neill",142,LAK Publishing,2020-09-07,11.86,0.14,3.9,154,1,10,46,44,53,34746,9781648450662,English,"Society, Social, Sciences"
Ovid: Metamorphoses Books IX-XII,Donald E. Hill,238,Liverpool University Press,1999-12-01,32.51,17.99,4.67,6,0,0,0,2,4,764815,9780856686467,Latin,"Society, Social, Sciences"
The Book of Unconformities : Speculations on Lost Time,Hugh Raffles,400,Random House USA Inc,2020-08-25,29.71,3.29,3.99,168,2,5,37,73,51,291998,9780804197991,English,"Society, Social, Sciences"
"Six Myths of Our Time : Little Angels, Little Monsters, Beautiful Beasts, and More",Marina Warner,160,Random House USA Inc,1995-02-01,13.19,1.81,3.79,203,1,14,60,79,49,173762,9780679759249,English,"Society, Social, Sciences"
The Book Of Nothing,John D. Barrow,400,Vintage Publishing,2001-09-25,14.69,1.31,3.97,1158,12,68,276,388,414,55555,9780099288459,English,"Society, Social, Sciences"
The Gender Quest Workbook : A Guide for Teens and Young Adults Exploring Gender Identity,Rylan Jay Testa,168,New Harbinger Publications,2016-04-28,15.66,3.34,4.27,95,0,2,12,39,42,34671,9781626252974,English,"Society, Social, Sciences"
Sexuality and Sex Therapy - A Comprehensive Christian Appraisal,"Mark A. Yarhouse, Erica S. N. Tan",365,InterVarsity Press,2014-04-04,31.74,24.76,4.56,18,0,0,1,6,11,74942,9780830828531,English,"Society, Social, Sciences"
Ovid: Metamorphoses Books IX-XII,Donald E. Hill,238,Liverpool University Press,1999-12-01,32.51,17.99,4.67,6,0,0,0,2,4,764815,9780856686467,Latin,"Society, Social, Sciences"
The Book of Leon : Philosophy of a Fool,"Leon Black, Jb Smoove, Iris Bahr",272,Gallery Books,2017-10-10,25.20,0.80,3.29,295,17,58,88,87,45,319134,9781501180712,English,"Society, Social, Sciences"
Left-Wing Communism : An Infantile Disorder,V I Lenin,96,Martino Fine Books,2018-05-07,9.98,0.22,4.12,1964,76,107,272,550,959,33750,9781684222179,English,"Society, Social, Sciences"
The Gender Quest Workbook : A Guide for Teens and Young Adults Exploring Gender Identity,Rylan Jay Testa,168,New Harbinger Publications,2016-04-28,15.66,3.34,4.27,95,0,2,12,39,42,34671,9781626252974,English,"Society, Social, Sciences"
The New Yorker Book of Teacher Cartoons 2e,R Mankoff,160,John Wiley & Sons Inc,2012-09-04,21.21,0.19,3.71,144,2,9,52,47,34,234745,9781118342039,English,"Society, Social, Sciences"
Left-Wing Communism : An Infantile Disorder,V I Lenin,96,Martino Fine Books,2018-05-07,9.98,0.22,4.12,1964,76,107,272,550,959,33750,9781684222179,English,"Society, Social, Sciences"
Think Level 1 Student's Book with Online Workbook and Online Practice,"Herbert Puchta, Jeff Stranks, Peter Lewis-Jones",128,Cambridge University Press,2015-06-10,36.71,7.51,1,1,1,0,0,0,0,198319,9781107508804,English,"Society, Social, Sciences"
"The Little Book of Lost Words : Collywobbles, Snollygosters, and 87 Other Surprisingly Useful Terms Worth Resurrecting",Joe Gillard,192,Ten Speed Press,2019-09-03,15.24,1.26,4.06,243,0,9,54,93,87,318392,9780399582677,English,"Society, Social, Sciences"
The Penguin Book of Exorcisms,Joseph P. Laycock,336,Penguin Books Ltd,2021-09-30,17.22,1.28,3.43,114,1,13,50,36,14,61832,9780143135470,English,"Society, Social, Sciences"
What Is Culture For?,The School of Life,112,The School of Life Press,2019-04-02,14.31,0.69,4.03,158,4,9,19,72,54,195349,9780995753532,English,"Society, Social, Sciences"
The Blind Men and the Elephant,"Karen Backstein, Annie Mitra",48,Scholastic US,1992-11-01,5.61,0.39,3.91,195,3,10,50,71,61,193003,9780590458139,English,"Society, Social, Sciences"
The Total Money Makeover Workbook: Classic Edition : The Essential Companion for Applying the Book's Principles,Dave Ramsey,256,Thomas Nelson Publishers,2018-02-08,24.34,1.66,4.3,3376,47,91,443,1032,1763,71757,9781400206506,English,"Society, Social, Sciences"
The Loss of Sadness,"Allan V. Horwitz, Jerome C. Wakefield",304,Oxford University Press Inc,2012-04-19,31.65,5.35,3.74,169,6,12,45,63,43,298162,9780199921577,English,"Society, Social, Sciences"
"The Penguin Book of Migration Literature : Departures, Arrivals, Generations, Returns","Edwidge Danticat, Dohra Ahmad",320,Penguin Books Ltd,2020-04-30,15.56,1.94,4.18,226,1,2,41,93,89,62294,9780143133384,English,"Society, Social, Sciences"
The Book of My Dreams,,224,Quercus Publishing,2018-10-04,23.90,6.60,3.71,14,0,0,7,4,3,299394,9781787474871,English,"Society, Social, Sciences"
A Brief Tour of Higher Consciousness : A Cosmic Book on the Mechanics of Creation,"Itzhak Bentov, Jean Houston",144,Inner Traditions Bear and Company,2000-05-26,12.31,1.69,4.31,176,5,2,21,53,95,78466,9780892818143,English,"Society, Social, Sciences"
How We Live,Sherwin B. Nuland,432,Random House USA Inc,1998-06-01,17.93,0.57,3.85,323,7,19,82,123,92,196627,9780679781400,English,"Society, Social, Sciences"
Jannah Jewels Book 2 : The Chase In China,Umm Nura,102,GENTLE BREEZE BOOKS,2012-01-27,9.41,4.09,4.3,40,1,0,7,10,22,296248,9780986720833,English,"Society, Social, Sciences"
"Anxiety - The Seminar of Jacques Lacan, Book X",J Lacan,288,Polity Press,2014-04-30,68.72,13.18,4.33,152,6,2,16,40,88,226377,9780745660417,English,"Society, Social, Sciences"
Positive Addiction,William Glasser,176,HarperCollins Publishers Inc,1985-05-01,11.89,2.11,3.85,197,6,14,45,71,61,170481,9780060912499,English,"Society, Social, Sciences"
The Little Book of Life and Death,Douglas E. Harding,160,Shollond Trust,2009-07-14,18.56,0.14,4.06,31,1,1,9,4,16,282991,9780955451218,English,"Society, Social, Sciences"
"Overcoming Obsessive Compulsive Disorder, 2nd Edition : A self-help guide using cognitive behavioural techniques","David Veale, Rob Willson, Robbie Stevens, Stephen Perring, Susan Osman",592,"Little, Brown Book Group",2022-04-05,16.21,0.79,3.88,113,4,7,26,37,39,12689,9781472136015,English,"Society, Social, Sciences"
Drawn to Sex Vol. 1 : The Basics,"Erika Moen, Matthew Nolan",160,Limerence Press,2018-11-06,18.60,2.40,4.59,279,0,2,14,81,182,284835,9781620105443,English,"Society, Social, Sciences"
"A Little Book of Japanese Contentments : Ikigai, Forest Bathing, Wabi-Sabi, and More (Japanese Books, Mindfulness Books, Books about Culture, Spiritual Books)","Erin Niimi Longhurst, Ryo Takemasa",288,CHRONICLE BOOKS,2018-08-21,17.49,0.51,3.93,524,4,23,140,197,160,308605,9781452174136,English,"Society, Social, Sciences"
A Book of Life,Peter Kingsley,258,CATAFALQUE PRESS,2021-09-01,43.06,0.34,4.42,45,0,1,8,7,29,309633,9781999638443,English,"Society, Social, Sciences"
The Power of Religion in the Public Sphere,"Judith Butler, Jurgen Habermas, Charles Taylor, Cornel West, Craig Calhoun, Eduardo Mendieta, Jonathan VanAntwerpen",128,Columbia University Press,2011-03-02,20.47,4.03,3.7,161,2,10,51,70,28,124125,9780231156462,English,"Society, Social, Sciences"
Flamenco Guitar Method Vol. 1 : For Teaching and Private Study,Gerhard Graf-martinez,112,Schott Musik International GmbH & Co KG,2005-06-13,31.97,9.03,4.16,19,0,1,3,7,8,273431,9783795757687,English,"Society, Social, Sciences"
101 More Drama Games for Children : New Fun and Learning with Acting and Make-Believe,"Paul Rooyackers, Margreet Hofland",160,"Hunter House Inc.,U.S.",2003-06-12,17.64,1.36,4.06,16,0,1,3,6,6,153054,9780897933674,English,"Society, Social, Sciences"
Relativity,Albert Einstein,168,Dover Publications Inc.,2010-10-18,10.53,0.47,4.2,20221,323,751,3182,6260,9705,55921,9780486417141,English,"Society, Social, Sciences"
Blues Legacies And Black Feminism : Gertrude Ma Rainey,Angela Y. Davis,428,Random House USA Inc,1999-03-23,16.79,1.16,4.26,1522,15,34,218,527,728,175287,9780679771265,English,"Society, Social, Sciences"
Why We Work,Barry Schwartz,112,Simon & Schuster/ Ted,2015-09-01,15.95,1.55,3.65,1900,25,161,643,698,373,40756,9781476784861,English,"Society, Social, Sciences"
The Virago Book Of Women Gardeners,Deborah Kellaway,352,"Little, Brown Book Group",2017-05-02,17.75,7.25,3.84,50,2,2,12,20,14,275567,9780349008653,English,"Society, Social, Sciences"
"The Geography Book - Activities for Exploring, Mapping & Enjoying Your World",C Arnold,112,John Wiley & Sons Inc,2001-11-23,13.65,0.05,3.88,26,0,2,6,11,7,58319,9780471412366,English,"Society, Social, Sciences"
The Virago Book Of Women Gardeners,Deborah Kellaway,352,"Little, Brown Book Group",2017-05-02,17.75,7.25,3.84,50,2,2,12,20,14,275567,9780349008653,English,"Society, Social, Sciences"
The Mammoth Book of Jack the Ripper,Maxim Jakubowski,512,"Little, Brown Book Group",1999-03-25,14.58,1.42,3.79,625,13,32,196,215,169,281415,9781845297121,English,"Society, Social, Sciences"
"Kierkegaard's Writings, XII, Volume I : Concluding Unscientific Postscript to Philosophical Fragments","Soren Kierkegaard, Howard V. Hong, Edna H. Hong",648,Princeton University Press,1992-05-05,49.20,0.80,4.31,670,6,15,93,206,350,271558,9780691020815,English,"Society, Social, Sciences"
Chinese Thought : From Confucius to Cook Ding,Roel Sterckx,512,Penguin Books Ltd,2020-03-14,14.93,1.07,3.87,136,0,4,42,58,32,192143,9780141984834,English,"Society, Social, Sciences"
Dark Archives : A Librarian's Investigation into the Science and History of Books Bound in Human Skin,Megan Rosenbloom,288,St Martin's Press,2021-10-19,13.13,5.37,4.06,3761,30,141,662,1662,1266,198339,9781250800169,English,"Society, Social, Sciences"
India: A Wounded Civilization,V. S. Naipaul,176,Pan Macmillan,2010-09-03,10.22,2.18,3.71,1582,45,138,436,576,387,269657,9780330522717,English,"Society, Social, Sciences"
Killing Rage : Ending Racism,Bell Hooks,288,St Martin's Press,1996-10-15,17.70,2.30,4.32,2525,33,49,302,831,1310,154441,9780805050271,English,"Society, Social, Sciences"
The Little Red Book For Women,Anonymous,156,Hazelden Information & Educational Services,2004-02-02,15.71,3.29,4.32,53,1,2,11,4,35,274029,9781592850822,English,"Society, Social, Sciences"
"Book of One, The",Dennis Waite,448,John Hunt Publishing,2010-04-30,18.47,6.03,4.57,14,0,0,2,2,10,339289,9781846943478,English,"Society, Social, Sciences"
The Southwest Airlines Way,Jody Hoffer Gittell,336,McGraw-Hill Education - Europe,2005-06-16,18.09,1.41,3.73,419,8,26,125,173,87,178905,9780071458276,English,"Society, Social, Sciences"
Criminal Justice: A Very Short Introduction,Julian V. Roberts,160,Oxford University Press,2015-11-01,8.24,2.76,3.69,54,1,1,21,22,9,245489,9780198716495,English,"Society, Social, Sciences"
Essential Works,"V. I. Lenin, Henry M. Christman",400,Dover Publications Inc.,1987-11-01,16.44,0.06,4.08,621,13,41,103,191,273,56406,9780486253336,English,"Society, Social, Sciences"
Dark Archives : A Librarian's Investigation into the Science and History of Books Bound in Human Skin,Megan Rosenbloom,288,"Farrar, Straus & Giroux Inc",2020-10-20,19.88,4.62,4.06,3766,30,142,662,1662,1270,197911,9780374134709,English,"Society, Social, Sciences"
Greek Gods and Heroes,Robert Graves,160,Bantam Doubleday Dell Publishing Group Inc,1995-02-01,6.60,1.40,3.75,1372,29,92,402,518,331,152611,9780440932215,English,"Society, Social, Sciences"
Teach Reading With Orton-gillingham : 70 Classroom-Ready Lessons to Help Struggling Readers and Students with Dyslexia Learn to Love Reading,"Heather Macleod-Vidal, Kristina Smith",288,Ulysses Press,2021-02-09,23.49,1.31,4.29,17,0,0,2,8,7,169281,9781646041015,English,"Society, Social, Sciences"
Woman'S Book of Meditation : Discovering the Power of a Peaceful Mind,Hari Kaur Khalsa,240,"Avery Publishing Group Inc.,U.S.",2006-09-07,16.78,0.22,3.93,68,2,2,16,27,21,295761,9781583332535,English,"Society, Social, Sciences"
Liquid Crystal Oracle : Return of the Atlantian Way for the Children of Light Oracle Card and Book Set,Justin Moikeha Asar,292,Blue Angel Gallery,2010-05-01,31.19,8.07,4.38,13,0,0,2,4,7,41515,9780980555073,English,"Society, Social, Sciences"
"Overcoming Traumatic Stress, 2nd Edition : A Self-Help Guide Using Cognitive Behavioural Techniques",Claudia Herbert,544,"Little, Brown Book Group",2018-12-04,16.36,1.14,3.79,63,2,7,11,25,18,182163,9781472136138,English,"Society, Social, Sciences"
Thus Spoke Zarathustra : A Book for All and None,"Friedrich Nietzsche, Walter Kaufmann",368,Random House USA Inc,1995-09-19,23.83,3.17,4.07,134681,3439,7093,23547,43593,57009,66233,9780679601753,English,"Society, Social, Sciences"
"The Dragon Grammar Book : Grammar for Kids, Dragons, and the Whole Kingdom","Diane Mae Robinson, Breadcrumbs Ink",140,Diane Mae Robinson,2017-12-10,14.24,0.26,4.45,115,3,3,10,22,77,273285,9781988714011,English,"Society, Social, Sciences"
OET Writing for Nurses Book 2,Virginia Allum,74,Lulu.com,2018-08-06,10.60,1.80,5,1,0,0,0,0,1,241204,9780244405663,English,"Society, Social, Sciences"
Pocket Michelle Wisdom : Wise and Inspirational Words From Michelle Obama,Hardie Grant Books,96,Hardie Grant Books (UK),2017-04-20,9.82,0.18,4.41,92,0,2,9,30,51,496394,9781784881313,English,"Society, Social, Sciences"
Emotions for Kids age 1-3 (Engage Early Readers : Children's Learning Books),"Dayna Martin, A R Roumanis",32,Engage Books,2015-06-15,8.87,6.83,3.86,7,1,0,2,0,4,245977,9781772260656,English,"Society, Social, Sciences"
"Great Books, Bad Arguments : Republic, Leviathan, and The Communist Manifesto",W. G. Runciman,144,Princeton University Press,2010-02-21,26.69,3.30,4.2,10,0,0,1,6,3,709177,9780691144764,English,"Society, Social, Sciences"
The Book of Samurai : The Fundamental Teachings,"Antony Cummins, Yoshie Minami",544,Watkins Media Limited,2015-10-22,30.32,5.18,3.74,53,2,6,13,15,17,288146,9781780288888,English,"Society, Social, Sciences"
Anchor Me: Stark Series Book 4,J. Kenner,272,Headline Publishing Group,2017-04-11,11.44,1.06,4.22,3399,42,129,502,1095,1631,201594,9781472246868,English,"Society, Social, Sciences"
This Is Not a Pipe,"Michel Foucault, Rene Magritte, James Harkness",104,University of California Press,2008-07-01,20.31,5.69,3.86,2746,44,162,711,1053,776,168226,9780520236943,English,"Society, Social, Sciences"
A Brief History of Secret Societies,David V. Barrett,368,"Little, Brown Book Group",2007-07-26,8.36,3.04,3.32,174,4,26,75,49,20,248333,9781845296155,English,"Society, Social, Sciences"
Reading Lolita in Tehran : A Memoir in Books,Azar Nafisi,400,Random House USA Inc,2008-11-04,20.29,1.21,3.64,129949,5489,13003,35391,45329,30737,285829,9780812979305,English,"Society, Social, Sciences"
"Pedagogy of Freedom : Ethics, Democracy, and Civic Courage",Paulo Freire,176,Rowman & Littlefield,2001-01-01,18.72,4.23,4.35,1743,18,29,216,545,935,50752,9780847690473,English,"Society, Social, Sciences"
Fatale,"Jean-Patrick Manchette, Donald Nicholson-Smith, Jean Echenoz",112,"The New York Review of Books, Inc",2011-04-26,13.02,2.98,3.61,2033,48,176,638,834,337,37783,9781590173817,English,"Society, Social, Sciences"
Understanding Children's Books : A Guide for Education Professionals,Prue Goodwin,144,SAGE Publications Ltd,2008-07-15,38.44,18.06,4.33,6,0,0,0,4,2,752649,9781847870322,English,"Society, Social, Sciences"
Perspectives as Symbolic Form,Erwin Panofsky,200,Zone Books,1997-01-31,25.94,0.05,4.1,560,6,27,103,191,233,161252,9780942299533,English,"Society, Social, Sciences"
Good Economics for Hard Times,"Abhijit V Banerjee, Esther Duflo",432,PUBLICAFFAIRS,2021-08-10,19.69,0.31,4.24,11178,74,264,1385,4590,4865,40434,9781541788947,English,"Society, Social, Sciences"
101 More Music Games for Children : More Fun and Learning with Rhythm and Song,Jerry Storms,160,"Hunter House Inc.,U.S.",2002-03-21,19.57,1.43,4,7,0,1,2,0,4,126247,9780897932981,English,"Society, Social, Sciences"
Alchemical Active Imagination : Revised Edition,Marie-Louise Von Franz,160,Shambhala Publications Inc,1997-12-02,18.77,4.23,4.3,210,2,3,31,67,107,112316,9780877735892,English,"Society, Social, Sciences"
International Primary English Student's Book 2,Joyce Vallar,96,HarperCollins Publishers,2016-06-01,15.88,0.12,2,1,0,1,0,0,0,171276,9780008147631,English,"Society, Social, Sciences"
The Sun Does Shine : How I Found Life and Freedom on Death Row (Oprah's Book Club Summer 2018 Selection),Anthony Ray Hinton,368,Ebury Publishing,2019-04-04,14.30,1.70,4.64,47946,222,385,2151,10859,34329,31319,9781846045745,English,"Society, Social, Sciences"
The Little Book of Psychology,DK,208,Dorling Kindersley Ltd,2018-06-07,11.04,1.46,3.94,136,1,3,32,67,33,250118,9780241341285,English,"Society, Social, Sciences"
The Penguin Book of Dragons,Scott G. Bruce,320,Penguin Books Ltd,2022-05-05,14.52,3.98,3.6,99,0,5,47,30,17,246584,9780143135043,English,"Society, Social, Sciences"
The Diary Of A Man In Despair,Friedrich Reck,264,"The New York Review of Books, Inc",2013-02-12,15.35,4.65,4.2,686,2,16,104,282,282,118006,9781590175866,English,"Society, Social, Sciences"
The Social Life of Books : Reading Together in the Eighteenth-Century Home,Abigail Williams,368,Yale University Press,2017-08-02,37.43,1.07,3.87,79,1,7,8,48,15,695153,9780300208290,English,"Society, Social, Sciences"
The Book of Five Rings : Miyamoto Musashi,"D E Tarver, Miyamoto Musashi",108,iUniverse,2004-01-04,11.49,0.61,4.01,44182,692,2470,9521,14722,16777,229775,9780595301249,English,"Society, Social, Sciences"
"The Karma of Untruthfulness: v. 2 : Secret Socieities, the Media, and Preparations for the Great War","Rudolf Steiner, J. Collis",256,Rudolf Steiner Press,2005-10-30,23.65,0.85,4.7,20,0,0,0,6,14,227568,9781855841918,English,"Society, Social, Sciences"
Carnage and Culture : Landmark Battles in the Rise to Western Power,Victor Davis Hanson,544,Random House USA Inc,2002-08-27,19.10,1.90,4.07,2346,69,112,389,795,981,130077,9780385720380,English,"Society, Social, Sciences"
"The Hand : How Its Use Shapes the Brain, Language, and Human Culture",Frank R. Wilson,416,Random House USA Inc,1999-09-14,15.80,3.20,3.86,195,2,20,46,62,65,126202,9780679740476,English,"Society, Social, Sciences"
The Creative Mind : An Introduction to Metaphysics,"Henri Bergson, Mabelle L Andison",240,Dover Publications Inc.,2010-06-17,12.92,0.58,4.07,285,6,17,46,98,118,14947,9780486454399,English,"Society, Social, Sciences"
The Power of Mindful Learning,Ellen Langer,192,HACHETTE BOOKS,2016-04-05,12.65,4.35,3.77,673,12,58,177,250,176,97996,9780738219080,English,"Society, Social, Sciences"
"The Book of Knowing : Know How You Think, Change How You Feel",Gwendoline Smith,192,Atlantic Books,2021-01-07,9.19,2.31,4.33,3,0,0,0,2,1,252845,9781838952808,English,"Society, Social, Sciences"
Book Of Vision Quest,Steven Foster,256,Simon & Schuster,1989-01-20,16.18,1.72,3.81,130,4,8,34,47,37,226443,9780671761899,English,"Society, Social, Sciences"
"Comic Book Story of Video Games, The",J Hennessey,192,Potter/Ten Speed/Harmony/Rodale,2017-10-03,17.61,1.89,3.64,459,5,38,168,153,95,202492,9780399578908,English,"Society, Social, Sciences"
"Resilience : A book to encourage resilience, persistence and to help children bounce back from challenges and adversity","Jayneen Sanders, Sofia Cardoso",42,Educate2Empower Publishing,2017-05-15,11.97,7.53,4.46,13,0,0,2,3,8,22553,9781925089349,English,"Society, Social, Sciences"
Expressionism in Philosophy - Spinoza,Gilles. Deleuze,446,Zone Books,1992-02-18,29.33,2.67,4.26,230,0,10,31,78,111,162341,9780942299519,English,"Society, Social, Sciences"
The Silent Language,Edward T. Hall,217,Bantam Doubleday Dell Publishing Group Inc,1990-08-01,14.14,3.86,3.71,723,20,64,201,256,182,149542,9780385055499,English,"Society, Social, Sciences"
"Irish History : People, Places and Events That Built Ireland","Neil Hegarty, Collins Books",224,HarperCollins Publishers,2020-05-01,8.91,0.09,5,1,0,0,0,0,1,51602,9780008340131,English,"Society, Social, Sciences"
"Maimonides and the Book That Changed Judaism : Secrets of ""The Guide for the Perplexed""","Micah Goodman, Yedidya Sinclair",296,Jewish Publication Society,2015-05-01,34.62,2.38,4.42,123,2,1,10,40,70,222929,9780827612105,English,"Society, Social, Sciences"
A to Z Mysteries: Books H-J : The Haunted Hotel; The Invisible Island; The Jaguar's Jewel,"Ron Roy, David Pittu",3,Random House USA Inc,2012-06-12,12.55,3.45,4.14,79,0,6,12,26,35,783227,9780449010488,English,"Society, Social, Sciences"
Prisons We Choose to Live inside,Doris Lessing,80,HarperCollins Publishers Inc,1987-10-14,10.00,2.95,3.92,2201,28,126,524,836,687,65132,9780060390778,English,"Society, Social, Sciences"
OET Writing for Nurses Book 1,Virginia Allum,104,Lulu.com,2018-08-01,11.06,1.94,5,1,0,0,0,0,1,201631,9780244404543,English,"Society, Social, Sciences"
Small World,David Lodge,352,Vintage Publishing,2011-05-02,11.94,0.56,3.89,5780,79,302,1364,2439,1596,143818,9780099554165,English,"Society, Social, Sciences"
Islamic Design : A Genius for Geometry,Daud Sutton,64,Bloomsbury Publishing USA,2007-11-13,12.79,2.21,4.09,203,1,9,43,68,82,52264,9780802716354,English,"Society, Social, Sciences"
Spiritual Unfoldment: Path of the Light v. 4,White Eagle,112,White Eagle Publishing Trust,2011-08-01,10.34,4.66,4.55,29,1,0,2,5,21,184094,9780854871513,English,"Society, Social, Sciences"
Yeh-Shen : A Cinderella Story from China,Ai-Ling Louie,32,Penguin Putnam Inc,1996-05-07,8.56,0.44,4.06,2771,35,104,606,936,1090,112226,9780698113886,English,"Society, Social, Sciences"
"Comic Book Story of Video Games, The",J Hennessey,192,Potter/Ten Speed/Harmony/Rodale,2017-10-03,17.61,1.89,3.64,459,5,38,168,153,95,202492,9780399578908,English,"Society, Social, Sciences"
The Island of the Colorblind,Oliver Sacks,336,Random House USA Inc,1998-01-12,15.79,0.71,3.88,4690,28,217,1268,1940,1237,144349,9780375700736,English,"Society, Social, Sciences"
"Daily Word Ladders: Grades 2-3 : 100 Reproducible Word Study Lessons That Help Kids Boost Reading, Vocabulary, Spelling & Phonics Skills--Independently!","Timothy Rasinski, Timothy V Rasinski",112,Scholastic US,2005-10-01,16.56,0.44,4.35,71,0,3,7,23,38,56584,9780439513838,English,"Society, Social, Sciences"
Let's Learn Katakana: Second Book Of Basic Japanese Writing,Yasuko Kosaka Mitamura,88,"Kodansha America, Inc",2012-04-12,16.07,1.43,4.3,98,0,4,13,31,50,162547,9781568363905,English,"Society, Social, Sciences"
The Vagabond,Colette,208,Dover Publications Inc.,2010-06-25,8.89,2.11,3.95,3071,31,153,704,1236,947,55834,9780486475851,English,"Society, Social, Sciences"
Cast Iron : The red-hot penultimate case of the Enzo series (The Enzo Files Book 6),Peter May,416,Quercus Publishing,2018-10-02,8.95,3.55,4.14,4390,39,132,737,1741,1741,28039,9781782062318,English,"Society, Social, Sciences"
