title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
QI: The Third Book of General Ignorance,"John Lloyd, John Mitchinson, James Harkin, Andrew Hunter Murray",320,Faber & Faber,2016-09-01,11.72,0.78,4.16,450,2,8,80,186,174,56077,9780571309016,English,Humour
Quantick's Quite Difficult Quiz Book,David Quantick,256,"Little, Brown Book Group",2023-01-10,14.24,8.26,5,2,0,0,0,0,2,872958,9781472146243,English,Humour
The Runner's Code : The Unwritten Rules of Everyday Running BEST BOOKS OF 2021: SPORT - WATERSTONES,Chas Newkey-Burden,208,Bloomsbury Publishing PLC,2022-01-25,15.93,0.07,3.5,36,0,5,13,13,5,817264,9781472989598,English,Humour
The Cat Lover's Quotation Book : A Collection of Feline Favorites,Jo Brielyn,90,"Hatherleigh Press,U.S.",2016-03-31,12.48,1.02,4,12,0,1,3,3,5,1587065,9781578266234,English,Humour
This Is a Book for People Who Love Hot Sauce,Matt Garczynski,128,Orion Publishing Co,2019-10-10,10.73,1.77,3.77,13,0,0,5,6,2,841986,9781409194583,English,Humour
Garfield Chickens Out : His 61st Book,Jim Davis,96,Random House USA Inc,2016-05-10,14.72,0.28,4.44,331,2,9,40,69,211,499889,9780425285152,English,Humour
Comic Book Culture : Fanboys and True Believers,Matthew J. Pustz,260,University Press of Mississippi,2000-02-01,30.69,3.61,3.31,55,0,7,28,16,4,1462663,9781578062010,English,Humour
A Book of Humorous Rhyming Graces,Revd. Canon Paul Thomas OBE,108,AuthorHouse,2013-07-27,14.21,4.49,5,1,0,0,0,0,1,1726197,9781481794619,English,Humour
The Little Book of Scottish Beasties,Tim Kirby,96,Birlinn General,2019-12-12,5.63,0.87,3.44,9,1,0,3,4,1,1582404,9781780276274,English,Humour
The Big Idea Book : Five hundred new ideas to change the world in ways big and small,David Owen,280,John Wiley and Sons Ltd,2004-04-09,15.44,3.06,2.77,13,0,6,4,3,0,2702112,9781841125657,English,Humour
Are Lobsters Ambidextrous? : An Imponderables Book,David Feldman,320,Harper Perennial,2005-08-16,14.38,3.62,3.47,99,2,11,36,38,12,1093606,9780060762957,English,Humour
The Complete Book of Outrageous and Atrocious Practical Jokes,Justin Geste,148,Bantam Doubleday Dell Publishing Group Inc,1985-12-19,13.89,1.61,4,1,0,0,0,1,0,2063020,9780385230445,English,Humour
That's What They Said : The Little Guide to The Office,Orange Hippo!,192,Welbeck Publishing Group,2021-10-12,9.57,0.43,4.38,13,0,1,1,3,8,1377867,9781800690707,English,Humour
Comic Book History of Comics: Comics For All,"Fred Van Lente, Ryan Dunlavey",104,Idea & Design Works,2018-07-24,16.89,1.61,3.99,69,2,1,15,29,22,2678216,9781684052554,English,Humour
All I Got for Christmas Was This Lousy Joke Book,Nick Harris,384,Michael O'Mara Books Ltd,2018-11-01,8.81,2.19,4,4,0,1,0,1,2,2673677,9781782438816,English,Humour
"150+ Ridiculously Funny Yo Mama Jokes : Hilarious & Silly Yo Momma Jokes So Terrible, Even Your Mum Will Laugh Out Loud! (Funny Gift With Colorful Pictures)",Bim Bam Bom Funny Joke Books,42,SEMSOLI,2020-05-25,10.60,0.40,5,1,0,0,0,0,1,9781952772375,9781952772375,English,Humour
George W Bush Coloring Book,"Joley Wood, Karen Ocker",24,Garrett County Press,2006-02-01,10.07,1.92,4.1,10,0,0,3,3,4,2704714,9781891053948,English,Humour
A Wodehouse Handbook : Vol. 2 The Words of Wodehouse,N. T. P. Murphy,480,Sybertooth INc,2013-08-23,32.13,2.27,5,5,0,0,0,0,5,1040388,9781927592014,English,Humour
Ruck Me : (I'Ve Written Another Book),James Haskell,320,HarperCollins Publishers,2022-07-12,11.79,7.71,4.01,198,4,3,46,80,65,997160,9780008472269,English,Humour
Cat Butt Christmas : A Xmas Coloring Book,Val Brains,46,Valbrains,2019-04-25,8.08,1.02,5,1,0,0,0,0,1,1027753,9781733702225,English,Humour
Old Toffer's Book of Consequential Dogs,"Christopher Reid, Elliot Elam",128,Faber & Faber,2020-03-05,9.93,1.57,3.92,80,0,2,23,34,21,2058566,9780571334117,English,Humour
The Difference Satire Makes : Rhetoric and Reading from Jonson to Byron,Fredric V. Bogel,272,Cornell University Press,2019-06-30,38.50,18.50,3.75,4,1,0,0,1,2,2106694,9780801477850,English,Humour
The Big Activity Book for Digital Detox,"Jordan Reid, Erin Williams",160,Penguin Putnam Inc,2020-05-05,18.98,0.02,3.2,5,1,0,1,3,0,2427882,9780593085905,English,Humour
A Book About Absolutely Nothing.,I. M. Nobody,90,Lulu.com,2013-01-01,9.67,3.33,4.28,120,8,7,12,9,84,2533878,9781300589464,English,Humour
"The Little Book of Alpaca Philosophy : A Calmer, Wiser, Fuzzier Way of Life",Jennifer Mccartney,176,HarperCollins Publishers,2020-10-06,10.88,0.12,4.09,192,4,5,37,69,77,2033146,9780008392741,English,Humour
The Margaret Thatcher Colouring Book,Nathan Brenville,64,Biteback Publishing,2017-05-16,9.44,3.56,4.5,2,0,0,0,1,1,1965290,9781785900990,English,Humour
The Cat Rule Book,Deni Raqueteur,94,Lulu.com,2013-08-26,9.82,1.48,4.22,9,0,0,1,5,3,2532736,9781291517187,English,Humour
Me Life Story : The funniest book of the year!,Scarlett Moffatt,336,Bonnier Books Ltd,2018-04-05,9.78,1.72,4.2,690,10,21,123,200,336,938386,9781788700245,English,Humour
Me Life Story : The funniest book of the year!,Scarlett Moffatt,336,Bonnier Books Ltd,2018-04-05,9.78,1.72,4.2,690,10,21,123,200,336,938386,9781788700245,English,Humour
"Charms, Spells, and Curses for the Millions",V. J. Banis,156,Wildside Press,2007-09-30,13.16,4.34,5,1,0,0,0,0,1,2162698,9781434491480,English,Humour
The Big Book of Irony,Jon Winokur,192,St. Martins Press-3PL,2012-12-15,15.30,2.69,3.35,115,2,18,45,38,12,2140062,9781250029713,English,Humour
A Lighthearted Book of Common Errors,Don Hoeferkamp,136,Trafford Publishing,2011-02-04,10.60,2.50,5,1,0,0,0,0,1,2558208,9781426954269,English,Humour
The Sailor's Little Book : Sayings of the Sea,Basil Mosenthal,160,John Wiley & Sons Inc,2007-03-05,8.34,0.76,4,2,0,0,1,0,1,2386895,9780470059708,English,Humour
Bathroom Book of Canadian Trivia,Angela Murphy,144,Blue Bike Books,2005-09-27,9.91,0.59,3,11,0,3,6,1,1,2111288,9780973911602,English,Humour
"Democracy in One Book or Less : How It Works, Why It Doesn't, and Why Fixing It Is Easier Than You Think",David Litt,400,HarperCollins Publishers Inc,2021-07-08,14.34,0.66,4.25,701,7,16,91,265,322,1808852,9780062879370,English,Humour
The Little Red Book of Corbyn Jokes,"Jason Sinclair, John  Rain",160,Biteback Publishing,2016-08-31,4.51,4.49,3.2,5,1,0,2,1,1,2222520,9781785901423,English,Humour
The Devil's Dictionary: Guide Book for Cynics,Ambrose Bierce,148,"Book Tree,US",2000-02-01,11.45,1.35,4.05,10382,236,448,1885,3763,4050,2208839,9781585090167,English,Humour
The Unofficial Michelle Obama Activity Book,Nathan Joyce,192,HarperCollins Publishers,2019-10-03,7.20,5.20,3.5,4,0,1,1,1,1,2707597,9781911622376,English,Humour
Another Weird Year: v. 4 : Bizarre News Stories from Around the World,Huw Davies,320,Ebury Publishing,2005-11-03,6.72,1.28,3.53,15,0,1,6,7,1,1988572,9780091908706,English,Humour
A Wodehouse Handbook : Vol. 2 The Words of Wodehouse,N. T. P. Murphy,480,Sybertooth INc,2013-08-23,32.13,2.27,5,5,0,0,0,0,5,1040388,9781927592014,English,Humour
The Book of Dog,Lark Benobi,236,Vegetablian Press,2018-09-06,16.46,0.54,3.9,153,3,14,24,66,46,1897546,9780999654613,English,Humour
Who Moved My Mouse? : A Self-Help Book for Cats (Who Don't Need Any Help),Dena Harris,144,"Little, Brown Book Group",2011-01-11,8.08,2.20,3.61,83,1,12,27,21,22,805205,9780751545234,English,Humour
"Jackie ""The Joke Man"" Martling's Disgustingly Dirty Joke Book",Jackie Martling,224,Simon & Schuster Ltd,1999-09-07,13.98,2.92,3.55,40,3,4,14,6,13,1862657,9780684855332,English,Humour
The Big Idea Book : Five hundred new ideas to change the world in ways big and small,David Owen,280,John Wiley and Sons Ltd,2004-04-09,15.44,3.06,2.77,13,0,6,4,3,0,2702112,9781841125657,English,Humour
The Ultimate Riddle Game for Kids : A Mind-Bending Book to Test Your Logic Ages 9-12,Zeitgeist,96,Random House USA Inc,2022-11-22,9.79,2.21,3.75,4,0,1,0,2,1,58116,9780593436028,English,Humour
The Little Book of Suicide : 77 Reasons to Kill Yourself. In Verse.,David Kavanagh,84,Dram Books,2009-11-06,7.65,2.95,3.8,5,0,0,1,4,0,2125967,9780954856724,English,Humour
The Sailor's Little Book : Sayings of the Sea,Basil Mosenthal,160,John Wiley & Sons Inc,2007-03-05,8.34,0.76,4,2,0,0,1,0,1,2386895,9780470059708,English,Humour
The Big Book of Irony,Jon Winokur,192,St. Martins Press-3PL,2012-12-15,15.30,2.69,3.35,115,2,18,45,38,12,2140062,9781250029713,English,Humour
A Lighthearted Book of Common Errors,Don Hoeferkamp,136,Trafford Publishing,2011-02-04,10.60,2.50,5,1,0,0,0,0,1,2558208,9781426954269,English,Humour
Reclaiming : Essays on finding yourself one piece at a time 'Yewande offers piercing honesty... a must-read book for anyone who has been on social media.'- The Skinny,Yewande Biala,224,Hodder & Stoughton,2022-07-14,16.29,4.71,3.32,28,0,8,7,9,4,628482,9781529389517,English,Humour
"Good Work, Amelia Bedelia","Peggy Parish, Lynn Sweat",58,"Econo-Clad Books, Div. of American Cos., Inc.",2003-12-01,16.20,0.80,4.26,4925,73,166,829,1213,2644,1534171,9780613683432,English,Humour
"The Country Village Summer Fete : A perfect, heartwarming holiday read (The Country Village Series book 2)",Cathy Lake,400,Zaffre,2021-09-10,9.54,0.46,4.02,246,3,7,58,92,86,773725,9781838772826,English,Humour
Urban Words - The Cat,,32,Ravette Publishing Ltd,2019-09-12,7.36,0.14,5,1,0,0,0,0,1,1753137,9781841614113,English,Humour
The Little Book Of Old Wives' Tales,Sarah Klain,76,Little Book House,2021-06-30,24.72,8.98,5,1,0,0,0,0,1,1328070,9780645200904,English,Humour
Pocket Single Life Wisdom : A Celebration of the Self-partnered,Hardie Grant Books,96,Hardie Grant Books (UK),2020-12-08,9.82,1.68,5,3,0,0,0,0,3,9781784883706,9781784883706,English,Humour
"Aunt Tina and the A.I. Squirrels Trilogy Experience (Books 1, 2 and 3)",Lorrie Hewitt,82,Lorrie Hewitt,2022-05-20,12.67,1.43,5,1,0,0,0,0,1,9798201811976,9798201811976,English,Humour
Expensive Books Trilogy - Part 3: Book of a Richest Person,X. Y. Zett,32,Lulu.com,2017-01-26,36.13,9.47,4,1,0,0,0,1,0,9781365709890,9781365709890,English,Humour
"Humor for a Boomer's Heart : Stories, Quips, and Quotes to Lift the Heart",Howard Books,224,Howard Books,2008-10-07,13.98,2.92,3.75,8,0,0,4,2,2,3362442,9781416579083,English,Humour
Expensive Books Trilogy - Part 2: Book of a Richer Person,X. Y. Zett,32,Lulu.com,2017-01-26,27.81,7.59,5,1,0,0,0,0,1,9781365709869,9781365709869,English,Humour
LEGO (R) Small Parts : The Secret Life of Minifigures,Aled Lewis,64,Chronicle Books,2020-04-07,14.14,0.86,4.29,58,0,0,9,23,26,1270698,9781452182254,English,Humour
LEGO (R) Small Parts : The Secret Life of Minifigures,Aled Lewis,64,Chronicle Books,2020-04-07,14.14,0.86,4.29,58,0,0,9,23,26,1270698,9781452182254,English,Humour
Expensive Books Trilogy - Part 1: Book of a Rich Person,X. Y. Zett,32,Lulu.com,2017-01-25,19.53,5.67,4,1,0,0,0,1,0,9781365707704,9781365707704,English,Humour
Piggy Goes To University : Dung Beetle Book 1b,"Miriam Elia, Ezra Elia",68,Dung Beetle Books Ltd,2018-10-23,11.32,5.68,3.6,10,0,1,4,3,2,900115,9780992834951,English,Humour
David Letterman's New Book of Top Ten Lists : and Wedding Dress Patterns for the Husky Bride,David Letterman,176,Random House USA Inc,1996-10-01,15.17,0.53,3.79,81,2,8,20,26,25,1670597,9780553763584,English,Humour
Do You Look Like Your Dog? The Book : Dogs and their Humans,Gerrard Gethings,64,Orion Publishing Co,2020-10-21,9.87,2.63,4,2,0,0,1,0,1,1965945,9781786277046,English,Humour
The Book Of Sick,Mike Shapiro,160,Green Candy,2004-05-01,15.74,1.26,4.25,4,0,0,1,1,2,2725454,9781931160049,English,Humour
Didn't I Say to Make My Abilities Average in the Next Life?! Everyday Misadventures! (Manga) Vol. 3,"Funa, Itsuki Akata, Yuki Moritaka",146,"Seven Seas Entertainment, LLC",2021-11-30,9.62,3.88,3.8,5,0,0,2,2,1,1283464,9781648273070,English,Humour
How to Get Into Harvard,Satire V,90,Satire V,2015-07-20,10.58,2.72,4,1,0,0,0,1,0,2416255,9780578166353,English,Humour
"Fuc_ __u, _ss __le : A Comic Book Collection",Johnny Ryan,104,Fantagraphics,2011-02-24,11.27,1.73,3.54,37,2,4,14,6,11,774671,9781606994153,English,Humour
THE EXO-DRIVE REINCARNATION GAMES: All-Japan Isekai Battle Tournament! Vol. 1,"Keiso, Zunta",192,"Seven Seas Entertainment, LLC",2021-11-09,9.94,4.06,3.33,6,0,1,2,3,0,1133201,9781648276798,English,Humour
"Dirty Dancin in Le Shebeen : Maggie Muff Trilogy, Book 2",Leesa Harker,160,Colourpoint Creative Ltd,2012-12-15,7.65,1.35,4.34,56,1,3,7,10,35,745001,9780856409066,English,Humour
The Little Book of Shit : A Celebration of Everybody's Favourite Expletive,Summersdale,160,Octopus Publishing Group,2019-04-02,7.98,3.02,3,3,0,2,0,0,1,1966100,9781786855657,English,Humour
Unlovable Vol. 3,Esther Pearl Watson,416,Fantagraphics,2014-05-17,32.27,0.73,4.29,58,0,1,10,18,29,1937342,9781606997376,English,Humour
Cat Butts In Space (The Feline Frontier!) : A Coloring Book,Val Brains,46,Valbrains,2019-02-05,8.08,1.02,4.75,4,0,0,0,1,3,848050,9781733702201,English,Humour
Invisible Cat Activities : A Complete-the-Drawing Book,Cate Anevski,80,CHRONICLE BOOKS,2017-09-12,13.39,0.61,4.64,11,0,0,1,2,8,819538,9781452161211,English,Humour
House Swap : 'The definition of an uplifting book',Olivia Beirne,352,Headline Publishing Group,2022-04-12,10.71,2.29,3.73,384,4,27,121,149,83,67753,9781472284457,English,Humour
Me Life Story : The funniest book of the year!,Scarlett Moffatt,336,Bonnier Books Ltd,2017-10-19,9.70,7.30,4.2,690,10,21,123,200,336,852782,9781911600497,English,Humour
Friends: The One About You : A Fill-In Book,Shoshana Stopek,96,"Running Press,U.S.",2019-11-14,9.55,2.95,5,1,0,0,0,0,1,896252,9780762496099,English,Humour
Epic Fail : The Ultimate Book of Blunders,Mark Leigh,224,Ebury Publishing,2014-09-25,15.22,0.78,3.74,27,0,1,12,7,7,835661,9780753541265,English,Humour
The Book on Hosting: How Not to Suck as an Emcee,Dan Rosenberg,140,Lulu.com,2006-08-30,19.99,3.61,4,3,0,0,0,3,0,1909569,9781411677845,English,Humour
Pocket Kamala Harris Wisdom : Inspirational Quotes From The First Female Vice President of America,Hardie Grant Books,96,Hardie Grant Books (UK),2021-08-17,10.09,0.91,4,5,0,0,1,3,1,9781784884772,9781784884772,English,Humour
Elis and John Present the Holy Vible : The Book The Bible Could Have Been,"Elis James, John Robins",416,Orion Publishing Co,2019-10-22,11.12,1.38,4.17,567,3,20,87,226,231,767433,9781409182382,English,Humour
Sheep for Beginners,John K. V. Eunson,192,Bonnier Books Ltd,2005-11-30,5.70,5.30,3.2,5,0,0,4,1,0,1764086,9781845020408,English,Humour
The Little Book of Shit : A Celebration of Everybody's Favourite Expletive,Summersdale,160,Octopus Publishing Group,2019-04-02,7.98,3.02,3,3,0,2,0,0,1,1966100,9781786855657,English,Humour
Dungeon Toilet Vol. 2,Roots,176,"Seven Seas Entertainment, LLC",2021-11-23,9.69,4.31,2.83,6,1,1,2,2,0,1471886,9781648279133,English,Humour
The Self-Isolation Activity Book,Ian Doors,112,Orion Publishing Co,2021-06-22,9.08,3.42,4,3,0,0,1,1,1,1873999,9781398700536,English,Humour
Jane's World: v. 8,Paige Braddock,152,Girl Twirl Comics,2008-03-18,13.97,2.03,4.5,18,0,0,1,7,10,1698655,9780979420702,English,Humour
The Last Book on the Left : Stories of Murder and Mayhem from History's Most Notorious Serial Killers,"Ben Kissel, Marcus Parks, Henry Zebrowski, Tom Neely",400,HarperAudio,2020-04-07,33.59,9.94,4.28,5310,42,144,714,1810,2600,1406587,9780358306740,English,Humour
The Self-Isolation Activity Book,Ian Doors,112,Orion Publishing Co,2021-06-22,9.08,3.42,4,3,0,0,1,1,1,1873999,9781398700536,English,Humour
Bill & Ted's Most Excellent Movie Book : The Official Companion,"Laura J. Shapiro, Chris Matheson, Ed Solomon",160,Welbeck Publishing Group,2020-09-03,24.66,1.34,3.41,17,0,1,8,8,0,1598228,9781787394414,English,Humour
Ruck Me : (I'Ve Written Another Book),James Haskell,320,HarperCollins Publishers,2022-01-11,18.54,0.96,4.01,198,4,3,46,80,65,605968,9780008472238,English,Humour
Sheep for Beginners,John K. V. Eunson,192,Bonnier Books Ltd,2005-11-30,5.70,5.30,3.2,5,0,0,4,1,0,1764086,9781845020408,English,Humour
Rob Neyer's Big Book of Baseball Blunders : A Complete Guide to the Worst Decisions and Stupidest Moments in Baseball History,Rob Neyer,304,SIMON & SCHUSTER,2006-06-05,21.79,0.61,3.84,245,4,12,65,103,61,1537027,9780743284912,English,Humour
A Book of Nonsense (Illustrated Edition) (Dodo Press),Edward Lear,64,Dodo Press,2008-02-28,8.59,2.40,3.62,2177,130,231,599,604,613,1442384,9781406589221,English,Humour
Garfield's Book of Cat Names,Jim Davis,96,Random House USA Inc,2005-11-29,10.06,1.94,3.7,43,1,5,14,9,14,1839287,9780345485168,English,Humour
Great Lost Albums,"Mark Billingham, David Quantick, Martyn Waites, Stav Sherez",288,"Little, Brown Book Group",2015-09-01,14.35,1.65,3.36,25,2,2,8,11,2,1156760,9780751557060,English,Humour
I Like Big Books and I Cannot Lie : Totally Choice Color Edition!,Tamara Dever,114,Narrow Gate Books,2020-05-18,19.90,13.40,3.86,28,0,5,5,7,11,9780998702322,9780998702322,English,Humour
Me Life Story : The funniest book of the year!,Scarlett Moffatt,336,Bonnier Books Ltd,2018-01-01,17.28,5.72,4.2,690,10,21,123,200,336,724546,9781911600466,English,Humour
"Goin' Up and Lookin' Down : The Book about Flying, Airplanes, Pilots, Airports, Plane People, and Plane Stuff.",Lynn R Butch Pinson,224,iUniverse,2007-11-14,16.68,6.42,4.25,4,0,0,0,3,1,571843,9780595476855,English,Humour
I Like Big Books and I Cannot Lie : Totally Choice Color Edition!,Tamara Dever,114,Narrow Gate Books,2020-05-18,19.90,13.40,3.86,28,0,5,5,7,11,9780998702322,9780998702322,English,Humour
The Book Of Bad : Stuff You Should Know Unless You're a Pussy,Christopher Lee Barish,208,"Citadel Press Inc.,U.S.",2012-10-24,12.54,1.86,3.13,23,2,7,4,6,4,1687841,9780806533322,English,Humour
Like Mother Like Daughter,Cathy Guiswite,48,Andrews McMeel Publishing,1998-03-07,6.30,0.70,3.65,34,0,6,10,8,10,1334620,9780836230499,English,Humour
The Book of Fred : The Most Outrageously Entertaining Book of the Year,Andrew Flintoff,304,Bonnier Books Ltd,2021-10-28,20.20,2.68,3.75,147,3,10,41,60,33,578919,9781788705202,English,Humour
Knock Knock Book: Fucking Quote Book,Knock Knock,96,Knock Knock,2018-05-10,8.11,0.69,4.33,21,0,2,2,4,13,1717633,9781601068293,English,Humour
The Bumper Book of Slightly Forgotten but Nevertheless Still Great British Olympians and Other Sporting Heroes,Simon Bullivant,288,"Little, Brown Book Group",2012-06-07,6.18,3.32,3.25,8,1,0,4,2,1,1069646,9781780332307,English,Humour
Jack and Jill Went Up to Kill : A Book of Zombie Nursery Rhymes,"Michael P. Spradlin, Jeff Weigel",96,HarperCollins Publishers Inc,2014-08-28,8.86,2.14,3.43,83,5,13,30,11,24,683668,9780062083593,English,Humour
What Are We Feckin' Like? : The Book of Irish Characters,"Colin Murphy, Donal O'Dea",96,O'Brien Press Ltd,2007-12-05,16.33,5.67,2,2,1,0,1,0,0,867137,9781847170606,English,Humour
The Fateful Adventures of the Good Soldier Svejk During the World War: Book 3 & 4,Jaroslav Hasek,296,AuthorHouse,2009-05-15,23.39,1.81,4.1,277,4,11,52,96,114,1067068,9781438916774,English,Humour
Still Pumped from Using Mousse,Scott Adams,128,Andrews McMeel Publishing,1996-03-01,19.95,0.05,4.01,1516,21,48,354,571,522,1062055,9780836210262,English,Humour
An Unofficial Joke Book for Fortniters: Sidesplitting Jokes and Shenanigans from Salty Springs,"Brian Boone, Amanda Brack",176,Skyhorse Publishing,2019-05-14,8.35,0.65,3.67,6,2,0,0,0,4,1278142,9781510748071,English,Humour
"Trumpocalypse : Consent Factory Essays, Vol. I (2016-2017)",C J Hopkins,156,Consent Factory Publishing,2019-11-25,13.73,0.17,4.09,11,0,0,3,4,4,517521,9783982146409,English,Humour
"The Book of Strange and Curious Legal Oddities : Pizza Police, Illicit Fishbowls, and Other Anomalies of the Law That Make Us All Unsuspecting Criminals",Nathan Belofsky,256,Penguin Putnam Inc,2010-08-03,13.08,1.92,3.2,25,2,3,12,4,4,1421236,9780399535956,English,Humour
People Who Clap at the End of Books,Todd Caiazzo,98,Lulu.com,2012-07-23,7.43,0.27,4.33,3,0,0,0,2,1,9781105919695,9781105919695,English,Humour
Love...And Sleepless Nights : Book 2 in the Love...Series,Nick Spalding,320,Hodder & Stoughton,2013-06-06,9.85,1.65,4.06,3504,59,148,685,1249,1363,657218,9781444768190,English,Humour
"Karen's OMG Joke Books For Kids : Funny, Silly, Dumb Jokes that Will Make Children Roll on the Floor Laughing",Karen J Bun,82,Han Global Trading Pte Ltd,2020-10-01,11.71,3.29,4.6,5,0,0,1,0,4,9781702915762,9781702915762,English,Humour
Do Penguins Have Knees? : An Imponderables Book,David Feldman,336,Harper Perennial,2004-11-02,16.72,1.28,3.59,762,13,69,271,275,134,699476,9780060740917,English,Humour
Bad Choices : The most hilarious book about female friendship you'll read this year!,Lucy Vine,320,Orion Publishing Co,2021-11-23,10.37,1.13,3.65,558,11,57,175,189,126,468758,9781409180913,English,Humour
Don't Stand Where the Comet Is Assumed to Strike Oil : A Dilbert Book,Scott Adams,130,Andrews McMeel Publishing,2004-05-01,18.49,0.91,4.13,334,2,8,69,120,135,866358,9780740745393,English,Humour
Muscles are Better Than Magic! (Manga) Vol. 3,"Doraneko, Kouji Onodera",202,"Seven Seas Entertainment, LLC",2021-11-30,10.18,4.32,4.5,2,0,0,0,1,1,983484,9781648273247,English,Humour
"Democracy in One Book or Less : How It Works, Why It Doesn't, and Why Fixing It Is Easier Than You Think [Large Print]",David Litt,592,HarperCollins Publishers Inc,2020-06-16,27.40,4.10,4.25,701,7,16,91,265,322,1507637,9780062999092,English,Humour
Over the Hedge: Vol 2,Michael Fry,128,Andrews McMeel Publishing,1997-05-01,19.94,0.06,4.03,30,0,0,8,13,9,1549088,9780836226966,English,Humour
The Overstreet Comic Book Price Guide #1 : 1971 Facsimile Edition,Robert M. Overstreet,238,Gemstone Publishing,2021-03-09,15.79,2.21,5,1,0,0,0,0,1,1364759,9781603602662,English,Humour
This Is This Country : The official book of the BAFTA award-winning show,"Kerry Mucklowe, Kurtan Mucklowe",176,Orion Publishing Co,2020-08-11,23.30,1.70,4.12,80,0,2,18,28,32,736679,9781409191117,English,Humour
The Book of (Holiday) Awesome,Neil Pasricha,192,Penguin Putnam Inc,2013-11-05,15.01,1.99,3.73,832,17,63,263,276,213,1523178,9780425253724,English,Humour
The Book Of Upside Down Thinking : a magical & unexpected collection by poet Brian Patten,Brian Patten,96,FROM YOU TO ME,2018-05-09,12.46,0.04,3.67,3,0,0,1,2,0,1386536,9781907860102,English,Humour
Little Book of Turning 30,B Andy Bailey Jamien,96,Books By Boxer,2014-01-01,4.39,0.11,3,1,0,0,1,0,0,2704847,9781904967743,English,Humour
The McSweeney's Book of Politics and Musicals,McSweeney's,368,Random House USA Inc,2012-06-26,15.70,0.30,3.46,78,1,9,35,19,14,1417037,9780307387349,English,Humour
Hot Dudes Colouring Book,D.C. Taylor,64,Penguin Putnam Inc,2016-02-04,11.49,0.51,4,2,0,0,1,0,1,1447870,9781101987247,English,Humour
Coyote V Acme,Ian Frazier,128,St Martin's Press,2002-02-09,13.01,2.98,3.54,441,26,50,130,132,103,1300912,9780312420581,English,Humour
The Big Book of Boris,"Iain Dale, Jakub Szweda",288,Biteback Publishing,2019-10-22,13.45,0.55,4,1,0,0,0,1,0,1476091,9781785905483,English,Humour
