title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
"Kaguya-sama: Love Is War, Vol. 23",Aka Akasaka,208,"Viz Media, Subs. of Shogakukan Inc",2022-09-01,9.44,1.56,4.4,365,1,4,34,136,190,7290,9781974732180,English,"Graphic, Novels, Anime, Manga"
"Assassination Classroom, Vol. 15",Yusei Matsui,200,"Viz Media, Subs. of Shogakukan Inc",2017-04-20,9.60,0.90,4.39,1848,7,18,201,648,974,5020,9781421586410,English,"Graphic, Novels, Anime, Manga"
Batman Vol. 3: I Am Bane (Rebirth),"Tom King, David Finch",176,DC Comics,2017-09-05,15.46,2.54,3.8,3834,51,226,1016,1701,840,70385,9781401271312,English,"Graphic, Novels, Anime, Manga"
"Mashle: Magic and Muscles, Vol. 7",Hajime Komoto,192,"Viz Media, Subs. of Shogakukan Inc",2022-08-18,9.20,1.80,4.24,413,3,2,64,166,178,22050,9781974732050,English,"Graphic, Novels, Anime, Manga"
"The Eminence in Shadow, Vol. 1","Daisuke Aizawa, Touzai",162,"Little, Brown & Company",2021-11-23,12.12,1.88,3.9,188,7,9,46,59,67,50538,9781975325183,English,"Graphic, Novels, Anime, Manga"
"Soul Eater, Vol. 22",Atsushi Ohkubo,208,"Little, Brown & Company",2014-09-23,11.49,2.01,4.33,1452,8,25,197,470,752,58665,9780316406970,English,"Graphic, Novels, Anime, Manga"
"Bleach, Vol. 42",Tite Kubo,192,"Viz Media, Subs. of Shogakukan Inc",2012-07-19,10.07,0.93,4.27,3600,37,90,611,985,1877,73236,9781421541396,English,"Graphic, Novels, Anime, Manga"
"Dr. STONE, Vol. 17","Riichiro Inagaki, Boichi",192,"Viz Media, Subs. of Shogakukan Inc",2021-07-22,9.47,1.53,4.38,573,0,7,61,213,292,16631,9781974722808,English,"Graphic, Novels, Anime, Manga"
"Wolf & Parchment: New Theory Spice & Wolf, Vol. 1 (light novel)",Isuna Hasekura,224,"Little, Brown & Company",2017-11-28,14.12,0.88,4.23,188,3,7,29,53,96,48421,9780316473453,English,"Graphic, Novels, Anime, Manga"
"Skip*Beat!, Vol. 47",Yoshiki Nakamura,152,"Viz Media, Subs. of Shogakukan Inc",2022-12-08,8.84,2.16,4.36,294,1,8,38,84,163,8715,9781974732432,English,"Graphic, Novels, Anime, Manga"
"Seraph of the End, Vol. 19 : Vampire Reign","Takaya Kagami, Yamato Yamamoto, Daisuke Furuya",184,"Viz Media, Subs. of Shogakukan Inc",2020-07-23,9.28,0.22,4.3,630,4,11,91,211,313,72564,9781974710645,English,"Graphic, Novels, Anime, Manga"
Monster Musume Vol. 12,Okayado,180,"Seven Seas Entertainment, LLC",2017-08-29,12.02,0.48,4.16,215,2,7,38,75,93,37730,9781626925175,English,"Graphic, Novels, Anime, Manga"
"Dead Dead Demon's Dededede Destruction, Vol. 7",Inio Asano,164,"Viz Media, Subs. of Shogakukan Inc",2019-11-28,14.98,1.02,4.3,350,1,3,43,145,158,38348,9781974707874,English,"Graphic, Novels, Anime, Manga"
"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 1 (manga)",Fujino Omori,176,"Little, Brown & Company",2015-06-02,12.06,0.84,4.15,994,15,38,176,321,444,61006,9780316302173,English,"Graphic, Novels, Anime, Manga"
"Delicious in Dungeon, Vol. 10",Ryoko Kui,208,"Little, Brown & Company",2022-03-08,14.27,1.73,4.44,376,0,2,27,149,198,80075,9781975335588,English,"Graphic, Novels, Anime, Manga"
"Blue Exorcist, Vol. 25",Kazue Kato,282,"Viz Media, Subs. of Shogakukan Inc",2021-04-01,10.49,0.51,4.53,544,1,2,42,159,340,89546,9781974718467,English,"Graphic, Novels, Anime, Manga"
"How Do We Relationship?, Vol. 7",Tamifull,200,"Viz Media, Subs. of Shogakukan Inc",2022-11-24,9.33,1.67,4.22,88,0,3,13,34,38,24351,9781974732449,English,"Graphic, Novels, Anime, Manga"
"Caste Heaven, Vol. 2",Chise Ogawa,212,"Viz Media, Subs. of Shogakukan Inc",2020-07-09,10.98,2.02,3.92,672,21,47,138,225,241,32787,9781974712465,English,"Graphic, Novels, Anime, Manga"
"Konosuba: God's Blessing on This Wonderful World!, Vol. 5","Natsume Akatsuki, Masahito Watari",160,"Little, Brown & Company",2017-11-14,12.01,0.39,4.21,182,1,4,38,51,88,62079,9780316412810,English,"Graphic, Novels, Anime, Manga"
"Bleach, Vol. 46",Tite Kubo,192,"Viz Media, Subs. of Shogakukan Inc",2012-09-27,10.05,0.45,4.28,3280,33,80,533,938,1696,78752,9781421542997,English,"Graphic, Novels, Anime, Manga"
"Dragon Ball Z, Vol. 18",Akira Toriyama,192,"Viz Media, Subs. of Shogakukan Inc",2009-01-05,9.32,0.85,4.38,1908,19,42,235,508,1104,73353,9781591166375,English,"Graphic, Novels, Anime, Manga"
"I Cannot Reach You., Vol. 1",Mika,192,"Little, Brown & Company",2021-03-09,11.45,1.05,4.13,1185,7,23,232,469,454,23464,9781975319472,English,"Graphic, Novels, Anime, Manga"
"Dragon Ball Z, Vol. 19",Akira Toriyama,184,"Viz Media, Subs. of Shogakukan Inc",2009-03-02,10.07,0.10,4.44,2383,22,56,258,551,1496,75588,9781591167518,English,"Graphic, Novels, Anime, Manga"
"His Favorite, Vol. 7",Suzuki Tanaka,178,"Viz Media, Subs. of Shogakukan Inc",2014-10-09,12.01,1.99,4.23,387,5,7,60,137,178,84580,9781421558929,English,"Graphic, Novels, Anime, Manga"
How to Build a Dungeon: Book of the Demon King Vol. 1,Yakan Warau,180,"Seven Seas Entertainment, LLC",2016-10-11,12.37,0.13,3.54,155,12,17,44,39,43,81500,9781626923768,English,"Graphic, Novels, Anime, Manga"
"Delicious in Dungeon, Vol. 9",Ryoko Kui,208,"Little, Brown & Company",2021-01-19,13.65,1.35,4.38,526,0,3,51,217,255,23462,9781975320164,English,"Graphic, Novels, Anime, Manga"
"Trinity Seven, Vol. 3 : The Seven Magicians",Kenji Saitou,160,"Little, Brown & Company",2015-11-17,10.89,3.11,4.13,175,2,11,34,44,84,84890,9780316263689,English,"Graphic, Novels, Anime, Manga"
"A Bride's Story, Vol. 10",Kaoru Mori,228,"Little, Brown & Company",2018-11-27,16.71,0.79,4.45,1004,3,5,77,371,548,22810,9781975327989,English,"Graphic, Novels, Anime, Manga"
"Skip*Beat!, Vol. 25",Yoshiki Nakamura,184,"Viz Media, Subs. of Shogakukan Inc",2011-10-04,9.88,1.12,4.6,4516,22,51,314,947,3182,79019,9781421539232,English,"Graphic, Novels, Anime, Manga"
"Skip*Beat!, Vol. 26",Yoshiki Nakamura,184,"Viz Media, Subs. of Shogakukan Inc",2012-01-03,10.23,0.77,4.59,4249,16,33,331,903,2966,81654,9781421539997,English,"Graphic, Novels, Anime, Manga"
Monster Musume Vol. 15,Okayado,180,"Seven Seas Entertainment, LLC",2019-12-17,11.51,2.49,4.03,142,7,7,24,41,63,94452,9781626929630,English,"Graphic, Novels, Anime, Manga"
Only the Flower Knows Vol. 2,Rihito Takarai,178,Digital Manga,2022-11-15,14.73,3.27,4.21,959,7,26,156,341,429,38370,9781569703953,English,"Graphic, Novels, Anime, Manga"
"Akame ga KILL!, Vol. 9","Takahiro, Tetsuya Tashiro",224,"Little, Brown & Company",2017-01-24,11.95,2.05,4.2,629,9,24,83,232,281,60979,9780316340120,English,"Graphic, Novels, Anime, Manga"
The Breaker Omnibus Vol 4,"Keuk-Jin Jeon, Park Jin-Hwan",400,"Ablaze, LLC",2022-11-22,22.23,0.27,4.75,8,0,0,0,2,6,33707,9781684970186,English,"Graphic, Novels, Anime, Manga"
"Ouran High School Host Club, Vol. 9",Bisco Hatori,200,"Viz Media, Subs. of Shogakukan Inc",2009-06-01,10.55,0.45,4.5,13238,81,193,1275,3145,8544,64915,9781421514048,English,"Graphic, Novels, Anime, Manga"
The Flash Vol. 1: Lightning Strikes Twice (Rebirth),"Joshua Williamson, Carmine Di Giandomenico",216,DC Comics,2017-01-24,17.69,0.81,3.85,2432,21,139,643,1009,620,63676,9781401267841,English,"Graphic, Novels, Anime, Manga"
"High School DxD, Vol. 6","Ichiei Ishibumi, Zero Miyama",160,"Little, Brown & Company",2015-08-18,11.30,1.20,4.37,273,3,11,33,61,165,79533,9780316298544,English,"Graphic, Novels, Anime, Manga"
"Bleach, Vol. 46",Tite Kubo,192,"Viz Media, Subs. of Shogakukan Inc",2012-09-27,10.05,0.45,4.28,3280,33,80,533,938,1696,78752,9781421542997,English,"Graphic, Novels, Anime, Manga"
"Dragon Ball Z, Vol. 26",Akira Toriyama,248,"Viz Media, Subs. of Shogakukan Inc",2010-04-29,9.93,1.07,4.47,2120,21,45,231,443,1380,76399,9781421506364,English,"Graphic, Novels, Anime, Manga"
Parallel Paradise Vol. 11,Lynn Okamoto,192,"Seven Seas Entertainment, LLC",2022-10-25,10.64,3.86,2.92,13,1,5,3,2,2,89039,9781638582403,English,"Graphic, Novels, Anime, Manga"
"Bleach, Vol. 45",Tite Kubo,192,"Viz Media, Subs. of Shogakukan Inc",2012-08-16,9.95,0.55,4.27,3145,33,81,511,898,1622,81936,9781421542980,English,"Graphic, Novels, Anime, Manga"
"Golden Kamuy, Vol. 9",Satoru Noda,200,"Viz Media, Subs. of Shogakukan Inc",2019-05-02,10.95,0.55,4.42,443,0,2,38,174,229,38377,9781974704477,English,"Graphic, Novels, Anime, Manga"
"Fly Me to the Moon, Vol. 1",Kenjiro Hata,200,"Viz Media, Subs. of Shogakukan Inc",2020-10-15,10.27,0.23,4.01,817,11,42,191,260,313,65399,9781974717491,English,"Graphic, Novels, Anime, Manga"
"Kubo Won't Let Me Be Invisible, Vol. 2",Nene Yukimori,160,"Viz Media, Subs. of Shogakukan Inc",2022-08-04,8.97,2.03,4.07,207,0,7,46,80,74,72386,9781974732159,English,"Graphic, Novels, Anime, Manga"
"Cheeky Brat, Vol. 2",Miyuki Mitsubachi,192,"Little, Brown & Company",2022-02-22,11.45,2.05,4.21,1924,10,59,316,672,867,8849,9781975334376,English,"Graphic, Novels, Anime, Manga"
"Fullmetal Alchemist, Vol. 13",Hiromu Arakawa,192,"Viz Media, Subs. of Shogakukan Inc",2009-09-07,10.04,0.46,4.62,9521,23,55,575,2219,6649,74987,9781421511580,English,"Graphic, Novels, Anime, Manga"
Lucky Luke Vol. 69: Kid Lucky,Pearce Morris,48,Cinebook Ltd,2018-10-02,9.52,0.48,3.58,311,5,39,110,85,72,55342,9781849184069,English,"Graphic, Novels, Anime, Manga"
"Goblin Slayer, Vol. 10","Kumo Kagyu, Kousuke Kurose, Noboru Kannatuki",178,"Little, Brown & Company",2021-08-24,11.77,2.23,4.22,181,0,3,32,68,78,4898,9781975324834,English,"Graphic, Novels, Anime, Manga"
"Golden Kamuy, Vol. 12",Satoru Noda,208,"Viz Media, Subs. of Shogakukan Inc",2019-11-28,11.48,0.02,4.41,330,1,4,32,114,179,18281,9781974704507,English,"Graphic, Novels, Anime, Manga"
"Change World, Vol. 1",Yuu Minaduki,160,"Viz Media, Subs. of Shogakukan Inc",2022-03-31,11.05,2.95,3.93,420,2,17,101,190,110,24800,9781974726103,English,"Graphic, Novels, Anime, Manga"
"Change World, Vol. 1",Yuu Minaduki,160,"Viz Media, Subs. of Shogakukan Inc",2022-03-31,11.05,2.95,3.93,420,2,17,101,190,110,24800,9781974726103,English,"Graphic, Novels, Anime, Manga"
"BEASTARS, Vol. 15",Paru Itagaki,208,"Viz Media, Subs. of Shogakukan Inc",2022-02-17,12.43,1.07,4.44,1351,2,19,114,458,758,77745,9781974719945,English,"Graphic, Novels, Anime, Manga"
"Snow White with the Red Hair, Vol. 4",Sorata Akiduki,192,"Viz Media, Subs. of Shogakukan Inc",2019-12-12,9.49,0.51,4.44,1888,3,22,203,576,1084,23807,9781974707232,English,"Graphic, Novels, Anime, Manga"
"Highschool of the Dead, Vol. 3","Daisuke Sato, Shouji Sato",160,"Little, Brown & Company",2011-07-19,12.59,3.41,4.12,1264,20,71,255,309,609,78668,9780316132428,English,"Graphic, Novels, Anime, Manga"
"Boruto: Naruto Next Generations, Vol. 8","Ukyo Kodachi, Masashi Kishimoto, Mikio Ikemoto",176,"Viz Media, Subs. of Shogakukan Inc",2020-04-30,8.24,0.26,4.24,838,14,22,120,277,405,22595,9781974708796,English,"Graphic, Novels, Anime, Manga"
"Blue Exorcist, Vol. 23",Kazue Kato,210,"Viz Media, Subs. of Shogakukan Inc",2020-02-20,8.64,2.36,4.44,713,2,4,67,243,397,37372,9781974711727,English,"Graphic, Novels, Anime, Manga"
"Asadora!, Vol. 5",Naoki Urasawa,192,"Viz Media, Subs. of Shogakukan Inc",2022-05-26,13.32,2.18,4.2,409,1,5,70,168,165,4937,9781974727902,English,"Graphic, Novels, Anime, Manga"
"Goblin Slayer, Vol. 11 (manga)","Kumo Kagyu, Kousuke Kurose, Noboru Kannatuki",198,"Little, Brown & Company",2022-04-26,11.45,2.55,4.11,137,0,4,26,58,49,8818,9781975339968,English,"Graphic, Novels, Anime, Manga"
"Dragon Ball Z, Vol. 8",Akira Toriyama,192,"Viz Media, Subs. of Shogakukan Inc",2008-03-03,9.67,0.47,4.33,1984,14,46,272,590,1062,65865,9781569319376,English,"Graphic, Novels, Anime, Manga"
Aquaman Vol. 3: Throne of Atlantis (The New 52),"Geoff Johns, Paul Pelletier, Ivan Reis",192,DC Comics,2014-05-20,17.38,1.12,4.16,3339,30,100,549,1295,1365,59653,9781401246952,English,"Graphic, Novels, Anime, Manga"
Usagi Yojimbo: Book 1,Stan Sakai,146,Fantagraphics,2006-03-29,19.93,0.57,4.15,4202,59,139,711,1508,1785,74240,9780930193355,English,"Graphic, Novels, Anime, Manga"
"Candy Color Paradox, Vol. 2",Isaku Natsume,200,"Viz Media, Subs. of Shogakukan Inc",2019-07-11,13.63,0.37,4.27,885,5,19,129,314,418,24952,9781974704958,English,"Graphic, Novels, Anime, Manga"
"Platinum End, Vol. 4","Tsugumi Ohba, Takeshi Obata",192,"Viz Media, Subs. of Shogakukan Inc",2017-12-14,8.78,0.22,3.86,835,7,44,230,329,225,63066,9781421595825,English,"Graphic, Novels, Anime, Manga"
Star Wars: Darth Vader Vol. 5,"Greg Pak, Raffaele Ienco",120,MARVEL COMICS,2023-01-12,15.25,1.25,3.92,64,0,2,18,27,17,2405,9781302932671,English,"Graphic, Novels, Anime, Manga"
"Seraph of the End, Vol. 24 : Vampire Reign","Takaya Kagami, Yamato Yamamoto, Daisuke Furuya",184,"Viz Media, Subs. of Shogakukan Inc",2022-08-04,9.36,1.64,4.25,338,3,10,53,105,167,36433,9781974729012,English,"Graphic, Novels, Anime, Manga"
"Fullmetal Alchemist, Vol. 9",Hiromu Arakawa,192,"Viz Media, Subs. of Shogakukan Inc",2009-05-05,9.31,1.19,4.57,10982,26,81,793,2805,7277,78268,9781421504605,English,"Graphic, Novels, Anime, Manga"
"Dead Dead Demon's Dededede Destruction, Vol. 5",Inio Asano,164,"Viz Media, Subs. of Shogakukan Inc",2019-05-02,12.07,0.43,4.28,472,1,4,56,214,197,43210,9781421599601,English,"Graphic, Novels, Anime, Manga"
"PandoraHearts, Vol. 18",Jun Mochizuki,192,"Little, Brown & Company",2018-01-16,12.40,0.60,4.54,2254,16,35,187,487,1529,66557,9780316239752,English,"Graphic, Novels, Anime, Manga"
"I Cannot Reach You, Vol. 2",Mika,192,"Little, Brown & Company",2021-06-29,10.83,2.67,4.2,655,2,7,117,258,271,2332,9781975319496,English,"Graphic, Novels, Anime, Manga"
"Laid-Back Camp, Vol. 4",Afro,160,"Little, Brown & Company",2018-11-13,11.90,1.10,4.28,438,1,7,62,167,201,8443,9781975354800,English,"Graphic, Novels, Anime, Manga"
"Trinity Seven, Vol. 2 : The Seven Magicians",Kenji Saitou,160,"Little, Brown & Company",2015-08-18,12.18,0.72,4.01,237,4,11,60,66,96,78112,9780316263672,English,"Graphic, Novels, Anime, Manga"
Ajin: Demi-human Vol. 8,Gamon Sakurai,220,"Vertical, Inc.",2016-10-20,12.46,1.04,4.26,1034,2,8,157,422,445,73064,9781942993476,English,"Graphic, Novels, Anime, Manga"
"The Devil Is a Part-Timer!, Vol. 1 (manga)",Satoshi Wagahara,176,"Little, Brown & Company",2015-03-24,12.25,0.25,4.16,1725,26,53,309,573,764,59609,9780316383134,English,"Graphic, Novels, Anime, Manga"
"Konosuba: God's Blessing on This Wonderful World!, Vol. 2 (manga)","Natsume Akatsuki, Mashito Watari",160,"Little, Brown & Company",2017-02-21,11.02,1.48,4.24,383,0,9,65,133,176,15668,9780316553322,English,"Graphic, Novels, Anime, Manga"
"Bakuman., Vol. 19","Tsugumi Ohba, Takeshi Obata",192,"Viz Media, Subs. of Shogakukan Inc",2013-05-23,9.04,1.96,4.36,1453,6,27,162,495,763,67182,9781421542959,English,"Graphic, Novels, Anime, Manga"
"Soul Eater, Vol. 18",Atsushi Ohkubo,192,"Little, Brown & Company",2014-01-21,11.15,2.35,4.3,1433,11,34,213,430,745,62027,9780316368995,English,"Graphic, Novels, Anime, Manga"
"My Hero Academia: Vigilantes, Vol. 6","Hideyuki Furuhashi, Kohei Horikoshi, Betten Court",200,"Viz Media, Subs. of Shogakukan Inc",2019-10-31,8.88,2.12,4.22,1156,3,22,204,416,511,50161,9781974710539,English,"Graphic, Novels, Anime, Manga"
"The King's Beast, Vol. 2",Rei Toma,168,"Viz Media, Subs. of Shogakukan Inc",2021-06-10,8.97,1.53,4.27,826,1,15,109,336,365,22135,9781974720620,English,"Graphic, Novels, Anime, Manga"
"His Favorite, Vol. 2",Suzuki Tanaka,178,"Viz Media, Subs. of Shogakukan Inc",2013-01-03,11.81,1.69,4.08,573,5,21,117,208,222,76602,9781421543529,English,"Graphic, Novels, Anime, Manga"
"Food Wars!: Shokugeki no Soma, Vol. 17","Yuto Tsukuda, Yuki Morisaki, Shun Saeki",192,"Viz Media, Subs. of Shogakukan Inc",2017-04-20,10.35,0.65,4.26,1017,5,18,139,396,459,47115,9781421590943,English,"Graphic, Novels, Anime, Manga"
"Skip*Beat!, (3-in-1 Edition), Vol. 7 : Includes vols. 19, 20 & 21",Yoshiki Nakamura,568,"Viz Media, Subs. of Shogakukan Inc",2014-04-10,14.51,1.99,4.58,413,1,2,31,103,276,55995,9781421554754,English,"Graphic, Novels, Anime, Manga"
"The Mortal Instruments: The Graphic Novel, Vol. 5","Cassandra Clare, Cassandra Jean",218,"Little, Brown & Company",2022-04-19,12.77,0.73,4.43,639,1,7,59,221,351,22746,9781975341268,English,"Graphic, Novels, Anime, Manga"
"Why Raeliana Ended Up at the Duke's Mansion, Vol. 2","Whale, Milcha",304,"Little, Brown & Company",2022-11-22,20.43,0.07,4.41,1787,9,26,195,543,1014,8836,9781975341107,English,"Graphic, Novels, Anime, Manga"
"Soul Eater, Vol. 15",Atsushi Ohkubo,192,"Little, Brown & Company",2013-07-23,12.40,0.10,4.38,1802,9,32,214,556,991,62981,9780316234900,English,"Graphic, Novels, Anime, Manga"
"Fullmetal Alchemist, Vol. 10",Hiromu Arakawa,200,"Viz Media, Subs. of Shogakukan Inc",2009-07-06,10.18,0.82,4.6,11056,26,67,738,2618,7607,23695,9781421504612,English,"Graphic, Novels, Anime, Manga"
"Bleach, Vol. 41",Tite Kubo,192,"Viz Media, Subs. of Shogakukan Inc",2012-06-21,10.11,0.89,4.25,3298,40,97,534,943,1684,70427,9781421541389,English,"Graphic, Novels, Anime, Manga"
"Soul Eater, Vol. 13",Atsushi Ohkubo,192,"Little, Brown & Company",2013-03-26,11.56,0.94,4.36,1774,6,28,235,564,941,69202,9780316230575,English,"Graphic, Novels, Anime, Manga"
The Savior's Book Cafe Story in Another World (Manga) Vol. 1,"Kyouka Izumi, Oumiya, Reiko Sakurada",160,"Seven Seas Entertainment, LLC",2021-12-21,11.89,2.11,4.43,1550,6,21,149,500,874,11110,9781648276552,English,"Graphic, Novels, Anime, Manga"
Ayakashi Triangle Vol. 1,Kentaro Yabuki,202,"Seven Seas Entertainment, LLC",2022-11-01,11.26,3.74,3.25,89,3,21,29,23,13,5833,9781685796655,English,"Graphic, Novels, Anime, Manga"
"Fruits Basket Another, Vol. 4",Natsuki Takaya,178,"Little, Brown & Company",2022-12-13,15.17,0.83,3.99,138,1,11,30,42,54,5132,9781975361723,English,"Graphic, Novels, Anime, Manga"
"Fullmetal Alchemist, Vol. 12",Hiromu Arakawa,192,"Viz Media, Subs. of Shogakukan Inc",2009-07-06,9.26,1.74,4.6,9231,22,53,583,2273,6300,72604,9781421508399,English,"Graphic, Novels, Anime, Manga"
Citrus Plus Vol. 4,Saburouta,148,"Seven Seas Entertainment, LLC",2022-12-13,11.57,2.93,4,34,1,2,6,12,13,36922,9781638585268,English,"Graphic, Novels, Anime, Manga"
"Dr. STONE, Vol. 21","Riichiro Inagaki, Boichi",192,"Viz Media, Subs. of Shogakukan Inc",2022-06-23,9.67,1.33,4.31,405,1,8,56,140,200,22732,9781974728978,English,"Graphic, Novels, Anime, Manga"
"Zom 100: Bucket List of the Dead, Vol. 7","Haro Aso, Kotaro Takata",160,"Viz Media, Subs. of Shogakukan Inc",2022-09-15,11.47,1.53,4.01,182,1,5,37,87,52,22426,9781974729081,English,"Graphic, Novels, Anime, Manga"
"Claymore, Vol. 25",Norihiro Yagi,192,"Viz Media, Subs. of Shogakukan Inc",2014-11-20,10.08,0.92,4.29,1159,7,30,146,409,567,73030,9781421573861,English,"Graphic, Novels, Anime, Manga"
Nightwing Vol. 1: Better Than Batman (Rebirth),"Tim Seeley, Javier Fernandez",168,DC Comics,2017-01-31,17.33,0.67,3.76,2869,38,192,887,1048,704,53528,9781401268039,English,"Graphic, Novels, Anime, Manga"
"Scattering His Virgin Bloom, Vol. 1",Aya Sakyo,184,"Viz Media, Subs. of Shogakukan Inc",2022-05-26,10.51,3.49,3.7,519,21,38,159,159,142,6603,9781974727315,English,"Graphic, Novels, Anime, Manga"
