title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
Sheep for Beginners,John K. V. Eunson,192,Bonnier Books Ltd,2005-11-30,5.70,5.30,3.2,5,0,0,4,1,0,1764086,9781845020408,English,"Natural, History"
The Pony Activity Book,"Anne Pilgrim, Ann Pilgrim",90,The Crowood Press Ltd,1999-10-01,9.92,3.93,4,1,0,0,0,1,0,1667064,9780851315874,English,"Natural, History"
Long Hops : Making Sense of Bird Migration,Mark Denny,296,University of Hawai'i Press,2016-09-30,16.74,16.26,4.8,5,0,0,0,1,4,964539,9780824866303,English,"Natural, History"
The Mysterious World of Cats : The ultimate gift book for people who are bonkers about their cat,Herbie Brennan,256,Hodder & Stoughton,2019-08-27,12.80,5.70,3.26,47,3,7,19,11,7,664626,9781473638051,English,"Natural, History"
The Handy Weather Answer Book : Second Edition,Kevin Hile,326,Visible Ink Press,2013-04-08,31.35,5.65,3.83,12,1,0,3,4,4,1741052,9781578592210,English,"Natural, History"
The Child's Book of Nature : Animals,Worthington Hooker,182,Living Book Press,2019-08-02,11.38,1.62,4,8,0,0,2,4,2,1781673,9781925729900,English,"Natural, History"
"The Book of Missionary Heroes : Stories of Great Christian Missionaries - Their Lives, Methods and Training in God's Word",Basil Mathews,132,Lulu.com,2018-06-11,14.55,2.15,4.14,138,1,8,25,40,64,1348262,9781387873586,English,"Natural, History"
"Astronomy For Kids : Planets, Stars and Constellations - Intergalactic Kids Book Edition",Baby Professor,42,Baby Professor,2016-04-01,12.68,3.62,1.67,3,2,0,1,0,0,35104,9781683056065,English,"Natural, History"
My Parrot My Friend : Owner's Guide to Parrot Behaviour,"Bonnie Munro Doane, Thomas Qualkinbush",272,Turner Publishing Company,1995-01-20,28.06,4.44,4.05,58,2,1,11,22,22,1055530,9780876059708,English,"Natural, History"
Mother Knows Best,Carol Lea Benjamin,256,Turner Publishing Company,1985-03-05,36.76,4.74,4.05,294,6,14,57,100,117,1001717,9780876056660,English,"Natural, History"
Second-Hand Dog,Carol Le2 Benjamin,96,Turner Publishing Company,1994-06-01,10.70,0.30,3.84,121,2,10,31,40,38,1011745,9780876057353,English,"Natural, History"
My First Book of Nature : With 4 sections and wipe-clean spotting cards,"Camilla De La Bedoyere, Jane Newland",64,Templar Publishing,2020-06-25,9.97,2.53,4.5,6,0,0,1,1,4,1597907,9781787417144,English,"Natural, History"
The Ultimate Book of Scavenger Hunts : 42 Outdoor Adventures to Conquer with Your Family,Stacy Tornio,232,ROWMAN & LITTLEFIELD,2020-08-01,21.65,1.85,3.32,22,1,5,8,2,6,1573415,9781493051533,English,"Natural, History"
Queer Animals Coloring Book,Amy Subach,48,Microcosm Publishing,2021-04-06,6.80,1.70,4,11,0,1,2,4,4,1270244,9781621062585,English,"Natural, History"
The Horses Rejoice : The Horses Know Book 2,Lynn Mann,338,Coxstone Press,2019-08-09,16.96,1.94,4.59,219,0,2,20,44,153,582001,9781916172111,English,"Natural, History"
The Pocket Book of Insect Anatomy,Marianne Taylor,224,Bloomsbury Publishing PLC,2020-05-28,18.62,1.88,3.67,3,0,0,1,2,0,1349732,9781472976871,English,"Natural, History"
Alpaca Picture Book,K D Galbraith,96,Walnut Creek Publishing,2014-08-11,22.79,10.21,4.57,7,0,0,1,1,5,1444213,9780989324144,English,"Natural, History"
Dangerous Weather Phenomena To Look Out For! - Nature Books for Kids Children's Nature Books,Baby Professor,64,Baby Professor,2017-04-15,14.03,6.17,5,1,0,0,0,0,1,9781541938229,9781541938229,English,"Natural, History"
"Hiss, Spit and Bite - Deadly Snakes Snakes for Kids Children's Reptile & Amphibian Books",Baby Professor,64,Baby Professor,2017-12-01,14.03,6.17,5,1,0,0,0,0,1,2199135,9781541917200,English,"Natural, History"
How To Protect Endangered Animals - Animal Book Age 10 Children's Animal Books,Baby Professor,64,Baby Professor,2017-04-15,14.03,6.17,5,1,0,0,0,0,1,2625731,9781541913455,English,"Natural, History"
Woof! Woof! Bark! Bark! German Shepherd Dog Book for Kids Children's Dog Books,Pets Unchained,64,Pets Unchained,2017-12-01,14.03,6.17,5,1,0,0,0,0,1,2199130,9781541916753,English,"Natural, History"
How Do Scientists Discover New Planets? Astronomy Book 2nd Grade Children's Astronomy & Space Books,Baby Professor,64,Baby Professor,2017-09-15,14.03,6.17,5,1,0,0,0,0,1,2199120,9781541915640,English,"Natural, History"
"Producers, Consumers and Decomposers Population Ecology Encyclopedia Kids Science Grade 7 Children's Environment Books",Baby Professor,82,Baby Professor,2020-04-19,15.29,7.21,4,1,0,0,0,1,0,2625006,9781541949560,English,"Natural, History"
"A History and Description, With Reminiscences, of the Fox Terrier (A Vintage Dog Books Breed Classic - Terriers)",Rawdon Lee,176,Read Books,2005-07-14,12.92,1.08,5,1,0,0,0,0,1,2728088,9781905124718,English,"Natural, History"
How To Train My Puppy! Puppy Care Book for Kids Children's Dog Books,Pets Unchained,64,Pets Unchained,2017-12-01,14.03,6.17,4,1,0,0,0,1,0,2199132,9781541916784,English,"Natural, History"
Retrievers And Retrieving - with Notes On Field Trials (A Vintage Dog Books Breed Classic - Labrador / Flat-Coated Retriever),Major W.G. Eley,168,Read Books,2005-09-30,21.58,5.92,4,2,0,0,1,0,1,2253236,9781846640025,English,"Natural, History"
History of Animals in Ten Books,Aristotle,340,BiblioLife,2009-07-18,24.14,4.35,3.73,48,3,4,11,15,15,9781113200716,9781113200716,English,"Natural, History"
The Sporting Bull Terrier (Vintage Dog Books Breed Classic - American Pit Bull Terrier),Eugene Glass,104,Read Books,2005-08-01,22.64,15.66,5,1,0,0,0,0,1,2731134,9781905124787,English,"Natural, History"
"Lifeblood : Oil, Freedom, and the Forces of Capital",Matthew T. Huber,288,University of Minnesota Press,2013-08-09,26.07,3.43,4.05,39,0,1,10,14,14,1011468,9780816677856,English,"Natural, History"
A Walk from the Wild Edge : 'This Book Has Changed Lives' Chris Evans,Jake Tyler,336,Penguin Books Ltd,2022-08-01,11.78,0.72,4.24,433,5,10,60,158,200,61778,9780241401170,English,"Natural, History"
Hey There Buddy! Labrador Retriever Kids Books Children's Dog Books,Pets Unchained,64,Pets Unchained,2017-12-01,14.03,6.17,4.5,2,0,0,0,1,1,3553122,9781541916746,English,"Natural, History"
The Burgess Bird Book for Children,Thornton W Burgess,262,www.snowballpublishing.com,2010-01-19,18.70,0.70,4.33,1667,16,54,212,467,918,1586881,9781607962083,English,"Natural, History"
"The Orchid : Royal Botanic Gardens, Kew","Lauren Gardiner, Phillip Cribb, ROYAL BOTANIC GARDENS KEW",264,Welbeck Publishing Group,2019-10-01,51.08,0.42,4.67,3,0,0,0,1,2,699203,9780233005492,English,"Natural, History"
"The Ultimate Dachshund Hound Book : Guide to Caring, Raising, Training, Breeding, Whelping, Feeding, and Loving a Doxie",Patricia O'Grady,116,AuthorHouse,2010-06-17,22.19,4.21,3.75,24,3,1,4,7,9,1452679,9781452032535,English,"Natural, History"
Essential Skills for a Brilliant Family Dog : Books 1-4,Beverley Courtney,272,Beverley Courtney,2018-07-30,26.43,1.77,4,2,0,0,0,2,0,1615016,9781916437647,English,"Natural, History"
Coral Reefs : A Whole New World Under The Sea - Nature Encyclopedia for Kids Children's Nature Books,Baby Professor,64,Baby Professor,2017-04-15,14.03,6.17,5,2,0,0,0,0,2,1072359,9781541940291,English,"Natural, History"
Pony Puzzle Book 3,"Mandy Langton, Anne Pilgrim",80,The Crowood Press Ltd,2008-05-01,9.09,4.90,4,1,0,0,0,1,0,1522826,9780851319476,English,"Natural, History"
The Little Book of Bees : A Pocket Guide to the Wonderful World of Bees,Vicki Vrint,128,Octopus Publishing Group,2022-07-05,7.70,1.80,4.43,7,0,0,0,4,3,1597595,9781787839885,English,"Natural, History"
Our Puppy's Baby Book,Howell Book House,32,Howell Books,2005-09-01,10.37,1.63,4.18,11,0,2,1,1,7,1588273,9781630264864,English,"Natural, History"
Volcanoes : Crucibles of Change,"Richard V. Fisher, Grant Heiken, Jeffrey Hulen",336,Princeton University Press,1998-10-04,29.95,0.04,4.08,39,0,1,7,19,12,1423462,9780691002491,English,"Natural, History"
Koalas + Book with Multi-ROM : Footprint Reading Library 2600,"National Geographic, Rob Waring",24,"Cengage Learning, Inc",2009-07-16,7.78,3.17,5,1,0,0,0,0,1,1448978,9781424022137,English,"Natural, History"
"The Saint Bernard - A Presentation of the Origin, History and Development of This Noble Breed, Along With a Discussion of Its Care, Showing, Physical Perfection, Kenneling, Training, Uses and Dispositions (A Vintage Dog Books Breed Classic)","Joseph, H. Fleischli",116,Read Books,2006-03-27,20.65,12.25,3.75,4,0,1,1,0,2,1972495,9781846640940,English,"Natural, History"
My Insect Log Book : Bug Catching Log Book Insects and Spiders Nature Study Outdoor Science Notebook,Trent Placate,112,Shocking Journals,2020-09-17,18.02,2.18,5,1,0,0,0,0,1,1614979,9781953332462,English,"Natural, History"
"Birds of Aruba, Bonaire, and Curacao : A Site and Field Guide","Jeffrey V. Wells, Allison Childs Wells, Robert Dean",488,Cornell University Press,2017-06-15,41.19,3.81,3.5,2,0,0,1,1,0,1575162,9781501701078,English,"Natural, History"
Witness Tree : Seasons of Change with a Century-Old Oak,Lynda V. Mapes,240,Bloomsbury Publishing PLC,2017-06-29,19.38,9.62,4.01,134,2,6,25,57,44,1467051,9781632862532,English,"Natural, History"
Pliny's Natural History in Thirty-Seven Books,"Philemon Holland, The Elder Pliny, Wernerian Club",272,Nabu Press,2011-09-10,26.54,0.45,4.09,112,2,7,20,33,50,9781179984858,9781179984858,English,"Natural, History"
Cusco Amazonico : The Lives of Amphibians and Reptiles in an Amazonian Rainforest,William E. Duellman,456,Cornell University Press,2005-03-01,97.17,69.33,4,3,0,1,0,0,2,1013946,9780801439971,English,"Natural, History"
Woof : A Book of Happiness for Dog Lovers,Anouska Jones,160,Exisle Publishing,2017-09-01,15.83,0.17,4.22,9,0,0,1,5,3,716699,9781925335576,English,"Natural, History"
How to Talk to Your Dog,C. George,288,"Little, Brown & Company",1986-12-01,15.66,1.34,3.83,199,8,9,53,68,61,1170992,9780446380713,English,"Natural, History"
"The Whippet Handbook - Giving The Early And Contemporary History Of The Breed, Its Show Career, Its Points And Breeding (A Vintage Dog Books Breed Classic)","W., Lewis Renwick",124,Read Books,2006-04-30,25.19,9.21,5,2,0,0,0,0,2,2548906,9781406799279,English,"Natural, History"
"The Widowhood Book - A Complete Guide to the Best Methods of Racing Pigeons on the Widowhood System as Described by the Foremost Experts in Britain, Belgium and U.S.A","C.A.E., Osman",160,Read Books,2007-01-31,24.75,14.55,2.33,3,2,0,0,0,1,1064615,9781406789836,English,"Natural, History"
"The Boston Terrier And All About It - A Practical, Scientific, And Up To Date Guide To The Breeding Of The American Dog (A Vintage Dog Books Breed Classic)",Edward Axtell,180,Read Books,2006-03-21,31.53,12.87,4,11,0,2,1,3,5,2711995,9781846640636,English,"Natural, History"
Alaskan Wilderness Adventure : Book 1,Duane Arthur Ose,138,Stratton Press,2019-12-04,13.15,1.85,3.97,212,3,19,34,82,74,589816,9781643456720,English,"Natural, History"
"Kinship: Belonging in a World of Relations, Vol. 5 - Practice","Gavin Van Horn, Robin Wall Kimmerer, John Hausdoerffer",194,Center for Humans and Nature,2021-11-18,16.62,6.38,4.27,11,0,0,1,6,4,1361260,9781736862544,English,"Natural, History"
Spirit Riding Free: Apple Adventure! : Spirit Riding Free Chapter Books,Spirit,160,HarperCollins Publishers,2021-01-07,7.12,0.38,2,1,0,1,0,0,0,1330775,9780755500543,English,"Natural, History"
Trees of New Guinea,"Timothy M. A. Utteridge, Laura V. S. Jennings",656,Royal Botanic Gardens,2023-01-24,96.58,0.42,5,1,0,0,0,0,1,578757,9781842467503,English,"Natural, History"
Narwhals : Arctic Whales in a Melting World,Todd McLeish,216,University of Washington Press,2014-10-01,22.52,977.48,3.7,149,3,11,48,53,34,781692,9780295994161,English,"Natural, History"
"Standard Poodle. Standard Poodle Dog Complete Owners Manual. Standard Poodle book for care, costs, feeding, grooming, health and training.","George Hoppendale, Asia Moore",184,Internet Marketing Business,2016-08-10,17.95,0.45,3.75,20,2,1,4,6,7,776284,9781911142706,English,"Natural, History"
Saving Tally : An Adventure into the Great Pacific Plastic Patch,"Serena Lane Ferrari, Giorgia Vallicelli",38,Serena Ferrari,2019-10-26,10.86,1.14,4.46,57,0,2,8,9,38,19316,9791220051101,English,"Natural, History"
As Kingfishers Catch Fire : Birds & Books,"Alex Preston, Neil Gower",208,"Little, Brown Book Group",2019-09-26,14.41,4.09,4.06,65,0,4,14,21,26,1570518,9781472155146,English,"Natural, History"
Golden Retriever Training Vol. 2 : Dog Training for your grown-up Golden Retriever,Claudia Kaiser,178,Draft2digital,2020-10-10,14.07,2.03,3.5,2,0,0,1,1,0,2306262,9783968971735,English,"Natural, History"
Of English Dogs (Vintage Dog Books Breed History Series),Johannes Caius,68,Read Books,2005-04-05,12.09,4.11,4,2,0,0,1,0,1,2727930,9781905124053,English,"Natural, History"
When The Skies Cry,Steve N Lee,362,Blue Zoo,2021-10-18,19.26,0.04,5,1,0,0,0,0,1,1780880,9781914292118,English,"Natural, History"
The Book of the Earthworm,"Deirdra Whelan, Sally Coulthard",208,Head of Zeus,2021-04-01,17.21,8.79,4.03,123,3,0,24,59,37,1374133,9781789544756,English,"Natural, History"
Wetlands in a Dry Land : More-Than-Human Histories of Australia's Murray-Darling Basin,"Emily O'Gorman, Paul S. Sutter",288,University of Washington Press,2021-07-13,29.36,2.64,4.5,4,0,0,0,2,2,805828,9780295749150,English,"Natural, History"
Puppy Training : A Step-By-Step Guide: How to Train Your Puppy Into Becoming a Well Behaved Dog (the Right Way),Vivaco Books,54,INDEPENDENTLY PUBLISHED,2016-02-17,10.91,0.09,4,1,0,0,0,1,0,2697935,9781797780276,English,"Natural, History"
Wanderland : SHORTLISTED FOR THE WAINWRIGHT PRIZE AND STANFORD DOLMAN TRAVEL BOOK OF THE YEAR AWARD,Jini Reddy,272,Bloomsbury Publishing PLC,2020-06-30,24.40,0.60,3.52,265,7,42,75,89,52,379962,9781472951939,English,"Natural, History"
The Evil Secret Society of Cats Vol. 2,Pandania,136,"Seven Seas Entertainment, LLC",2023-01-31,15.23,0.27,3,1,0,0,1,0,0,1027876,9781638588122,English,"Natural, History"
I Belong Here : A Journey Along the Backbone of Britain: WINNER OF THE 2021 BOOKS ARE MY BAG READERS AWARD FOR NON-FICTION,Anita Sethi,320,Bloomsbury Publishing PLC,2022-07-12,12.38,3.12,3.48,470,23,63,148,137,99,584090,9781472983954,English,"Natural, History"
Garfield Livin' the Sweet Life : His 72nd Book,Jim Davis,96,Random House USA Inc,2021-12-07,14.84,3.66,4.34,131,2,2,20,32,75,430437,9780593156469,English,"Natural, History"
Garfield What Leftovers? : His 71st Book,Jim Davis,96,Random House USA Inc,2021-06-15,16.29,0.21,4.41,148,3,4,14,35,92,474898,9780593156445,English,"Natural, History"
The Canine Good Citizen,Jack Volhard,176,Turner Publishing Company,1997-07-15,20.00,1.00,3.79,170,5,17,39,56,53,897873,9780876054529,English,"Natural, History"
The Language And Sentiment Of Flowers,L. V.,96,Read Books,2008-08-31,11.94,8.16,3.6,5,0,1,2,0,2,1450476,9781443713740,English,"Natural, History"
An Urchin in the Storm : Essays about Books and Ideas,Stephen Jay Gould,256,WW Norton & Co,1988-12-28,19.46,0.84,3.85,335,4,14,92,143,82,1243784,9780393305371,English,"Natural, History"
"Mr Darley's Arabian : High Life, Low Life, Sporting Life: A History of Racing in 25 Horses: Shortlisted for the William Hill Sports Book of the Year Award",Christopher McGrath,448,John Murray Press,2017-05-18,13.19,2.81,3.63,83,2,8,26,30,17,290310,9781848549852,English,"Natural, History"
Inside the Forest Kingdom - From Peculiar Plants to Interesting Animals - Nature Book for 8 Year Old Children's Forest & Tree Books,Baby Professor,64,Baby Professor,2017-03-15,14.03,6.17,4,1,0,0,0,1,0,1936845,9781541917712,English,"Natural, History"
