title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
"Wolf & Parchment: New Theory Spice & Wolf, Vol. 3 (light novel)",Isuna Hasekura,272,"Little, Brown & Company",2018-10-30,13.96,1.04,4.3,92,0,2,13,32,45,86114,9781975326555,English,"Science, Fiction, Fantasy, Horror"
"Re:ZERO -Starting Life in Another World-, Chapter 1: A Day in the Capital, Vol. 2 (manga)","Tappei Nagatsuki, Daichi Matsuse",176,"Little, Brown & Company",2016-10-25,12.34,0.16,4.2,305,1,11,53,100,140,73150,9780316398541,English,"Science, Fiction, Fantasy, Horror"
"Eyeshield 21, Vol. 32, 32","Riichiro Inagaki, Yusuke Murata",192,Viz Media,2010-07-06,10.12,0.88,4.36,367,1,7,41,127,191,138700,9781421531625,English,"Science, Fiction, Fantasy, Horror"
"Overlord, Vol. 15 (manga)","Kugane Maruyama, Hugin Miyama, So-bin, Satoshi Oshio",178,"Little, Brown & Company",2022-09-06,11.77,1.73,4.25,28,0,1,3,12,12,171660,9781975344856,English,"Science, Fiction, Fantasy, Horror"
"Torture Princess: Fremd Torturchen, Vol. 9 (light novel)",Keishi Ayasato,296,"Little, Brown & Company",2022-11-08,14.35,0.65,4.33,9,0,1,0,3,5,87409,9781975321888,English,"Science, Fiction, Fantasy, Horror"
Branded by Fire : Book 6,Nalini Singh,368,Orion Publishing Co,2011-04-14,10.44,2.06,4.27,31228,256,680,4278,11138,14876,30664,9780575100053,English,"Science, Fiction, Fantasy, Horror"
To Love Ru Darkness Vol. 16,"Saki Hasemi, Kentaro Yabuki",180,"Seven Seas Entertainment, LLC",2020-08-18,15.45,1.55,3.68,34,4,3,5,10,12,155956,9781947804487,English,"Science, Fiction, Fantasy, Horror"
"The Devil is a Part-Timer!, Vol. 12 (light novel)","Satoshi Wagahara, Oniku",224,Yen on,2018-12-11,12.53,2.47,4.23,168,0,9,30,43,86,135683,9780316474252,English,"Science, Fiction, Fantasy, Horror"
"The Irregular at Magic High School, Vol. 11 (light novel)","Tsutomu Satou, Kana Ishida",272,"Little, Brown & Company",2019-03-19,14.48,0.52,4.27,640,4,11,87,243,295,115868,9781975327187,English,"Science, Fiction, Fantasy, Horror"
The Embroidered Book,Kate Heartfield,672,HarperCollins Publishers,2022-05-24,27.81,2.69,3.74,1070,18,86,300,421,245,201775,9780008380595,English,"Science, Fiction, Fantasy, Horror"
"The Saga of Tanya the Evil, Vol. 7 (manga)","Carlo Zen, Chika Tojo, Shinobu Shinotsuki",192,"Little, Brown & Company",2019-07-23,11.38,2.62,4.1,88,0,4,16,35,33,141659,9781975357788,English,"Science, Fiction, Fantasy, Horror"
"Is It Wrong to Try to Pick Up Girls in a Dungeon? Sword Oratoria, Vol. 11 (light novel)","Fujino Omori, Kiyotaka Haimura, Suzuhito Yasuda",240,"Little, Brown & Company",2020-02-25,13.39,1.61,4.31,123,1,3,17,38,64,8485,9781975331733,English,"Science, Fiction, Fantasy, Horror"
"Goblin Slayer Side Story: Year One, Vol. 2 (manga)","Kumo Kagyu, Kento Sakaeda",192,"Little, Brown & Company",2019-06-18,11.77,1.73,4.29,155,0,1,17,73,64,103837,9781975304171,English,"Science, Fiction, Fantasy, Horror"
"Death March to the Parallel World Rhapsody, Vol. 11 (light novel)",Hiro Ainana,192,"Little, Brown & Company",2020-05-26,13.34,1.66,4.5,447,2,7,39,118,281,22649,9781975301637,English,"Science, Fiction, Fantasy, Horror"
Dragonsinger : (Dragonriders of Pern: 4): the mesmerizing novel from one of the most influential fantasy and SF writers of her generation,Anne McCaffrey,288,Transworld Publishers Ltd,1982-03-01,10.54,0.86,4.29,44343,201,817,6453,15280,21592,58918,9780552108812,English,"Science, Fiction, Fantasy, Horror"
"Psycome, Vol. 6 (light novel)","Mizuki Mizushiro, Namanie",224,"Little, Brown & Company",2018-02-27,12.85,1.05,3.91,70,4,4,15,18,29,167315,9780316398350,English,"Science, Fiction, Fantasy, Horror"
Life Is Strange Vol. 5: Coming Home,"Emma Vieceli, Claudia Leonardi",112,Titan Books Ltd,2021-11-02,17.92,0.58,4.29,447,2,8,59,169,209,131207,9781787734746,English,"Science, Fiction, Fantasy, Horror"
Towers of Midnight : Book Thirteen of the Wheel of Time,"Robert Jordan, Brandon Sanderson",864,St Martin's Press,2010-11-02,40.72,0.78,4.46,145089,1235,2297,11869,43265,86423,50829,9780765325945,English,"Science, Fiction, Fantasy, Horror"
"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 9","Fujino Omori, Kunieda",176,"Little, Brown & Company",2018-05-22,11.02,2.98,4.34,164,0,2,27,48,87,22530,9781975326517,English,"Science, Fiction, Fantasy, Horror"
Snow White and the Seven Dwarfs (Disney Animated Classics) : A deluxe gift book of the classic film - collect them all!,Lily Murray,64,Bonnier Books Ltd,2018-12-06,15.11,2.39,4.57,128,0,1,9,34,84,28776,9781787413610,English,"Science, Fiction, Fantasy, Horror"
"Angels of Death, Vol. 10","Kudan Naduka, Makoto Sanada",164,"Little, Brown & Company",2020-08-18,13.42,0.58,4.21,110,1,4,19,33,53,22596,9781975315108,English,"Science, Fiction, Fantasy, Horror"
"Dead Mount Death Play, Vol. 1","Ryohgo Narita, Shinta Fujimoto",192,"Little, Brown & Company",2018-12-11,13.42,0.08,4.02,286,6,14,61,93,112,233558,9781975329259,English,"Science, Fiction, Fantasy, Horror"
"Baccano!, Vol. 13 (light novel)","Ryohgo Narita, Katsumi Enami",192,"Little, Brown & Company",2020-04-21,19.44,1.06,4.21,127,1,3,22,43,58,262820,9781975384739,English,"Science, Fiction, Fantasy, Horror"
"Forbidden Scrollery, Vol. 4","Moe Harukawa, ZUN",162,Yen Press,2018-08-21,12.89,0.61,4.28,47,0,0,6,22,19,276571,9780316511940,English,"Science, Fiction, Fantasy, Horror"
Shield of Winter : Book 13,Nalini Singh,448,Orion Publishing Co,2014-12-04,11.87,0.53,4.33,19212,193,441,2120,6558,9900,74321,9780575111509,English,"Science, Fiction, Fantasy, Horror"
"After-School Bitchcraft, Vol. 1","Yuu Shimizu, Kazuma Ishihara",192,"Little, Brown & Company",2020-03-03,12.66,0.84,3.39,101,11,11,30,26,23,257993,9781975399221,English,"Science, Fiction, Fantasy, Horror"
"Final Fantasy Lost Stranger, Vol. 5","Hazuki Minase, Itsuki Kameya",228,"Little, Brown & Company",2020-11-03,11.56,0.94,4.31,116,1,3,14,39,59,23485,9781975316792,English,"Science, Fiction, Fantasy, Horror"
"Dragon Quest: The Adventure of Dai, Vol. 5 : Disciples of Avan","Riku Sanjo, Yuji Horii, Koji Inada",280,"Viz Media, Subs. of Shogakukan Inc",2022-12-08,18.81,1.69,4.43,21,0,0,1,10,10,233440,9781974729722,English,"Science, Fiction, Fantasy, Horror"
"Accel World, Vol. 19 (light novel)",Reki Kawahara,224,"Little, Brown & Company",2019-09-24,12.93,2.07,4.13,62,1,3,8,25,25,233560,9781975332181,English,"Science, Fiction, Fantasy, Horror"
"Final Fantasy Lost Stranger, Vol. 1","Hazuki Minase, Itsuki Kameya",192,"Little, Brown & Company",2018-08-28,12.09,1.91,4.12,426,3,16,73,170,164,227732,9781975380908,English,"Science, Fiction, Fantasy, Horror"
"BTOOOM!, Vol. 17",Junya Inoue,192,"Little, Brown & Company",2017-05-23,14.33,1.67,3.45,121,3,8,58,36,16,285161,9780316502856,English,"Science, Fiction, Fantasy, Horror"
To The Abandoned Sacred Beasts Vol. 2,Maybe,200,"Vertical, Inc.",2016-08-16,11.07,0.43,3.93,213,2,12,46,92,61,262860,9781942993421,English,"Science, Fiction, Fantasy, Horror"
7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy! (Manga) Vol. 2,"Touko Amekawa, Kino Hinoki, Wan Hachipisu",184,"Seven Seas Entertainment, LLC",2022-12-13,11.10,3.90,4.39,41,0,0,6,13,22,10860,9781638587682,English,"Science, Fiction, Fantasy, Horror"
"Murcielago, Vol. 7",Yoshimurakana,224,"Little, Brown & Company",2018-07-24,10.32,3.18,4.17,88,1,3,11,38,35,60843,9780316473231,English,"Science, Fiction, Fantasy, Horror"
"Happy Sugar Life, Vol. 5",Tomiyaki Kagisora,192,"Little, Brown & Company",2020-05-26,11.90,2.10,4.03,106,1,4,21,45,35,253215,9781975303341,English,"Science, Fiction, Fantasy, Horror"
"The Bride of Demise, Vol. 2",Keishi Ayasato,280,"Little, Brown & Company",2022-11-08,14.96,1.04,4.5,2,0,0,0,1,1,22767,9781975337964,English,"Science, Fiction, Fantasy, Horror"
Earth Awakens : Book 3 of the First Formic War,"Orson Scott Card, Aaron Johnston",384,"Little, Brown Book Group",2014-06-10,11.14,1.36,4.1,12061,83,325,2220,5135,4298,63255,9780356502762,English,"Science, Fiction, Fantasy, Horror"
"I've Been Killing Slimes for 300 Years and Maxed Out My Level, Vol. 13","Kisetsu Morita, Benio",248,"Little, Brown & Company",2022-11-08,12.97,3.03,4.5,12,0,0,1,4,7,133348,9781975340551,English,"Science, Fiction, Fantasy, Horror"
"Konosuba: God's Blessing on This Wonderful World!, Vol. 12 (manga)","Natsume Akatsuki, Masahito Watari",162,"Little, Brown & Company",2021-11-09,11.91,2.09,4.12,33,0,1,9,8,15,180043,9781975325329,English,"Science, Fiction, Fantasy, Horror"
"Unnamed Memory, Vol. 2 (light novel)","Kuji Furumiya, Chibi",392,"Little, Brown & Company",2021-03-23,14.69,1.31,4.22,55,1,1,10,16,27,218645,9781975317119,English,"Science, Fiction, Fantasy, Horror"
The Mammoth Book of Cthulhu : New Lovecraftian Fiction,Paula Guran,496,"Little, Brown Book Group",2016-04-14,13.26,0.64,3.58,353,10,30,119,132,62,284409,9781472120038,English,"Science, Fiction, Fantasy, Horror"
"Accel World, Vol. 23 (light novel)",Reki Kawahara,224,"Little, Brown & Company",2020-12-15,12.87,2.13,4.21,39,2,1,4,12,20,220408,9781975332754,English,"Science, Fiction, Fantasy, Horror"
"Accel World, Vol. 25 (light novel)",Reki Kawahara,200,"Little, Brown & Company",2021-11-09,14.05,1.95,3.95,22,3,0,4,3,12,210199,9781975335083,English,"Science, Fiction, Fantasy, Horror"
"In the Land of Leadale, Vol. 4 (light novel)","Ceez, tenmaso",392,"Little, Brown & Company",2021-12-14,15.95,0.05,4.44,261,0,7,23,79,152,211866,9781975322182,English,"Science, Fiction, Fantasy, Horror"
Thorgal Vol.19: the Barbarian,"Jean Van Hamme, Grzegorz Rosinski",48,Cinebook Ltd,2018-04-15,8.11,0.89,3.67,3,0,0,1,2,0,410668,9781849183994,English,"Science, Fiction, Fantasy, Horror"
"Gabriel Dropout, Vol. 6",Ukami,192,"Little, Brown & Company",2019-02-19,10.91,3.09,3.74,54,1,5,18,13,17,267971,9781975382599,English,"Science, Fiction, Fantasy, Horror"
"Goblin Slayer Side Story: Year One, Vol. 2 (light novel)",Kumo Kagyu,208,"Little, Brown & Company",2019-07-23,12.42,2.58,4.12,75,0,5,14,23,33,22374,9781975357634,English,"Science, Fiction, Fantasy, Horror"
The Demon Girl Next Door Vol. 4,Izumo Ito,130,"Seven Seas Entertainment, LLC",2021-10-05,13.76,2.24,4.27,37,0,0,5,17,15,206674,9781648273698,English,"Science, Fiction, Fantasy, Horror"
"Gabriel Dropout, Vol. 9",Ukami,130,"Little, Brown & Company",2020-12-22,10.95,2.55,4.09,32,0,1,7,12,12,299774,9781975316730,English,"Science, Fiction, Fantasy, Horror"
"BTOOOM!, Vol. 18",Junya Inoue,192,"Little, Brown & Company",2017-08-22,14.47,2.53,3.41,118,3,10,60,26,19,297355,9780316502870,English,"Science, Fiction, Fantasy, Horror"
Trese Vol 1: Murder on Balete Drive,"Budjette Tan, Kajo Baldisimo",136,"Ablaze, LLC",2020-12-08,16.04,1.96,4.17,2623,57,107,363,903,1193,239753,9781950912193,English,"Science, Fiction, Fantasy, Horror"
"Accel World, Vol. 20 (light novel)",Reki Kawahara,224,"Little, Brown & Company",2019-12-17,12.87,2.13,4.18,56,1,3,9,15,28,239774,9781975332716,English,"Science, Fiction, Fantasy, Horror"
Shiang : Empire of Salt Book II,C. F. Iggulden,368,Penguin Books Ltd,2019-07-18,11.34,0.16,4.1,1796,19,61,325,712,679,82246,9780718186777,English,"Science, Fiction, Fantasy, Horror"
"RaW Hero, Vol. 4",Akira Hiramoto,176,"Little, Brown & Company",2021-04-20,14.06,0.94,3.33,43,4,3,16,15,5,267966,9781975323387,English,"Science, Fiction, Fantasy, Horror"
"The Asterisk War, Vol. 7 (light novel)","Yuu Miyazaki, Okiura",192,"Little, Brown & Company",2018-08-21,11.73,3.27,4.28,108,3,1,16,31,57,238101,9780316398695,English,"Science, Fiction, Fantasy, Horror"
"Gabriel Dropout, Vol. 8",Ukami,128,"Little, Brown & Company",2020-04-21,10.98,2.52,4,37,0,3,8,12,14,267963,9781975308476,English,"Science, Fiction, Fantasy, Horror"
"Eniale & Dewiela, Vol. 2",Kamome Shirahama,166,"Little, Brown & Company",2021-02-23,12.06,1.94,3.83,232,0,13,75,83,61,270594,9781975318659,English,"Science, Fiction, Fantasy, Horror"
The Demon Girl Next Door Vol. 3,Izumo Ito,160,"Seven Seas Entertainment, LLC",2021-07-27,13.76,2.24,4.32,38,0,0,4,18,16,229307,9781648272691,English,"Science, Fiction, Fantasy, Horror"
Reborn as a Space Mercenary: I Woke Up Piloting the Strongest Starship! (Light Novel) Vol. 5,"Ryuto, Nabeshima Tetsuhiro",306,"Seven Seas Entertainment, LLC",2022-11-01,14.35,3.15,4.45,123,1,3,11,33,75,132140,9781638586487,English,"Science, Fiction, Fantasy, Horror"
Shards of a Shattered Mirror Book I : Cryptic - Shards of a Shattered,D Anka,240,Virtualbookworm.com Publishing,2017-09-28,19.96,0.44,4.57,84,2,1,2,21,58,258847,9781947532137,English,"Science, Fiction, Fantasy, Horror"
"Mao, Vol. 8",Rumiko Takahashi,192,"Viz Media, Subs. of Shogakukan Inc",2022-12-08,9.23,1.77,4.13,130,0,1,20,70,39,253267,9781974730056,English,"Science, Fiction, Fantasy, Horror"
"Baccano!, Vol. 9 (light novel)","Ryohgo Narita, Katsumi Enami",240,Yen on,2018-12-18,19.10,1.40,4.1,178,0,10,38,55,75,253692,9780316442343,English,"Science, Fiction, Fantasy, Horror"
"Sacrificial Princess & the King of Beasts, Vol. 2",Yu Tomofuji,192,Yen Press,2018-07-24,10.26,2.24,4.27,531,4,10,76,192,249,61893,9780316480994,English,"Science, Fiction, Fantasy, Horror"
"Tales of Wedding Rings, Vol. 3",Maybe,176,"Little, Brown & Company",2018-08-21,13.71,1.79,4.01,156,4,5,32,59,56,265440,9781975354084,English,"Science, Fiction, Fantasy, Horror"
"Can't Stop Cursing You, Vol. 3","Kensuke Koba, Natsuko Uruma",210,"Little, Brown & Company",2022-05-03,13.49,0.01,4.54,142,0,1,9,44,88,21788,9781975338602,English,"Science, Fiction, Fantasy, Horror"
Lawless Book Three: Ashes to Ashes,Phil Winslade,112,Rebellion,2021-08-05,17.47,1.03,4.44,34,0,0,4,11,19,24846,9781781089002,English,"Science, Fiction, Fantasy, Horror"
The Oxford Book of Science Fiction Stories,Tom Shippey,624,Oxford University Press,2003-04-17,15.01,5.49,4.12,457,1,13,86,187,170,272468,9780192803818,English,"Science, Fiction, Fantasy, Horror"
"Baccano!, Vol. 10 (light novel)","Ryohgo Narita, Katsumi Enami",240,Yen on,2019-04-30,20.84,0.16,4.2,130,0,2,33,32,63,249036,9780316442367,English,"Science, Fiction, Fantasy, Horror"
"Strike the Blood, Vol. 8 (light novel)","Gakuto Mikumo, Manyako",224,"Little, Brown & Company",2018-01-30,13.12,0.78,4.08,64,1,1,13,26,23,217270,9780316442084,English,"Science, Fiction, Fantasy, Horror"
The Valancourt Book of Victorian Christmas Ghost Stories,"Sir Arthur Conan Doyle, Sir Walter Scott, Tara Moore",292,Valancourt Books,2016-11-29,20.65,5.05,3.81,575,6,25,161,264,119,18155,9781943910564,English,"Science, Fiction, Fantasy, Horror"
Peter Grill and the Philosopher's Time Vol. 9,Daisuke Hiyama,176,"Seven Seas Entertainment, LLC",2022-11-29,12.74,3.76,3.8,5,0,1,1,1,2,36132,9781638588023,English,"Science, Fiction, Fantasy, Horror"
Star Trek: Coda: Book 2: The Ashes of Tomorrow,James Swallow,368,SIMON & SCHUSTER,2021-11-25,12.72,5.28,4.35,565,1,14,68,186,296,21513,9781982158545,English,"Science, Fiction, Fantasy, Horror"
"Gods' Games We Play, Vol. 1 (light novel)",Kei Sazane,200,"Little, Brown & Company",2022-11-22,14.62,1.38,3.33,6,0,2,1,2,1,197583,9781975348496,English,"Science, Fiction, Fantasy, Horror"
Soul of the Fire : Book 5 The Sword of Truth,Terry Goodkind,736,Orion Publishing Co,2014-10-10,17.97,0.53,3.87,65192,1920,4717,15278,21516,21761,70126,9780752889764,English,"Science, Fiction, Fantasy, Horror"
"RaW Hero, Vol. 5",Akira Hiramoto,176,"Little, Brown & Company",2021-07-27,12.86,3.14,3.49,53,5,3,16,19,10,276019,9781975324292,English,"Science, Fiction, Fantasy, Horror"
Reincarnated as a Sword (Light Novel) Vol. 9,"Yuu Tanaka, Llo",320,"Seven Seas Entertainment, LLC",2021-10-12,14.46,0.04,4.54,222,0,1,19,61,141,223583,9781648272660,English,"Science, Fiction, Fantasy, Horror"
"The Magical Revolution of the Reincarnated Princess and the Genius Young Lady, Vol. 2 (manga)","Piero Karasu, Yuri Kisaragi",162,"Little, Brown & Company",2022-09-06,11.77,1.73,4.4,45,0,1,5,14,25,220400,9781975345365,English,"Science, Fiction, Fantasy, Horror"
"I've Been Killing Slimes for 300 Years and Maxed Out My Level, Vol.4","Kisetsu Morita, Benio",224,"Little, Brown & Company",2019-04-23,13.07,1.93,4.26,246,2,4,38,87,115,140094,9781975382636,English,"Science, Fiction, Fantasy, Horror"
Accomplishments of the Duke's Daughter (Light Novel) Vol. 2,"Reia, Haduki Futaba",320,"Seven Seas Entertainment, LLC",2021-09-07,15.11,0.89,4.28,452,2,11,59,167,213,201113,9781648274398,English,"Science, Fiction, Fantasy, Horror"
"Sword Art Online: Mother's Rosary, Vol. 1 (manga)",Reki Kawahara,160,"Little, Brown & Company",2016-03-22,11.45,2.05,4.25,275,4,8,50,66,147,182889,9780316270335,English,"Science, Fiction, Fantasy, Horror"
Devils and Realist Vol. 14,"Madoka Takadono, Utako Yukihiro",180,"Seven Seas Entertainment, LLC",2018-03-27,12.63,1.37,4.11,136,1,3,30,48,54,284935,9781626925748,English,"Science, Fiction, Fantasy, Horror"
War Of Lanka (Ram Chandra Series Book 4),Amish Tripathi,500,HarperCollins India,2022-10-03,25.38,0.51,3.59,2284,112,276,636,672,588,217801,9789356291522,,"Science, Fiction, Fantasy, Horror"
"Kaiju Girl Caramelise, Vol. 1",Spica Aoki,192,"Little, Brown & Company",2019-06-25,12.18,0.32,4.23,612,6,17,90,219,280,260359,9781975357054,English,"Science, Fiction, Fantasy, Horror"
"Final Fantasy Lost Stranger, Vol. 5","Hazuki Minase, Itsuki Kameya",228,"Little, Brown & Company",2020-11-03,11.56,0.94,4.31,116,1,3,14,39,59,23485,9781975316792,English,"Science, Fiction, Fantasy, Horror"
Snow White and the Seven Dwarfs (Disney Animated Classics) : A deluxe gift book of the classic film - collect them all!,Lily Murray,64,Bonnier Books Ltd,2018-12-06,15.11,2.39,4.57,128,0,1,9,34,84,28776,9781787413610,English,"Science, Fiction, Fantasy, Horror"
"The Saga of Tanya the Evil, Vol. 13 (manga)","Carlo Zen, Chika Tojo",192,"Little, Brown & Company",2021-02-23,11.45,2.55,4.2,55,0,4,6,20,25,222108,9781975310974,English,"Science, Fiction, Fantasy, Horror"
Accomplishments of the Duke's Daughter (Light Novel) Vol. 3,"Reia, Haduki Futaba",284,"Seven Seas Entertainment, LLC",2021-11-16,15.96,1.04,4.19,336,2,9,57,123,145,201487,9781648274565,English,"Science, Fiction, Fantasy, Horror"
Crossed 3D: v. 1,"David Lapham, Gianluca Pagliarani",48,Avatar Press,2011-05-03,9.63,0.37,2.8,151,23,43,43,25,17,271623,9781592911080,English,"Science, Fiction, Fantasy, Horror"
"Queen's Quality, Vol. 12",Kyousuke Motomi,168,"Viz Media, Subs. of Shogakukan Inc",2021-09-30,8.97,2.03,4.31,134,0,2,15,57,60,254818,9781974723065,English,"Science, Fiction, Fantasy, Horror"
"Friday, Book One: The First Day of Christmas","Ed Brubaker, Marcos Martin, Muntsa Vicente",120,Image Comics,2021-11-09,15.22,0.28,4.08,859,2,28,153,394,282,229068,9781534320581,English,"Science, Fiction, Fantasy, Horror"
Alien : The Coloring Book,"Titan Books, VICENTE, Diaz Wellington, Guilherme Raffide, Leandro Casco, Salvo, Vinz el Tabanas, Rubine, Salvador Navarro, Daniel Wichinson",80,Titan Books Ltd,2017-05-09,15.03,0.97,4.47,17,0,0,3,3,11,323452,9781785653766,English,"Science, Fiction, Fantasy, Horror"
"Unnamed Memory, Vol. 5 (light novel)","Kuji Furumiya, Chibi",392,"Little, Brown & Company",2022-06-28,15.29,0.71,4,16,0,1,4,5,6,227717,9781975339678,English,"Science, Fiction, Fantasy, Horror"
Nightingale's Lament,Simon R. Green,256,Penguin Putnam Inc,2010-04-13,8.69,0.31,3.97,11952,65,408,2956,4917,3606,156732,9780441011636,English,"Science, Fiction, Fantasy, Horror"
A Dance of Mirrors : Book 3 of Shadowdance,David Dalglish,400,"Little, Brown Book Group",2013-12-03,11.23,1.27,4.06,6734,55,216,1350,2786,2327,71903,9780356502809,English,"Science, Fiction, Fantasy, Horror"
"Karneval, Vol. 11",Touya Mikanagi,326,"Little, Brown & Company",2021-03-30,17.74,1.76,4.41,39,0,0,5,13,21,21899,9781975317010,English,"Science, Fiction, Fantasy, Horror"
"Ruin: Star Wars Legends : Dark Tide, Book II",Michael A. Stackpole,304,Random House USA Inc,2000-06-06,9.56,0.44,3.77,9545,222,532,2910,3418,2463,27297,9780345428561,English,"Science, Fiction, Fantasy, Horror"
Skeleton Knight in Another World (Light Novel) Vol. 2,Ennki Hakari,240,"Seven Seas Entertainment, LLC",2019-09-24,13.81,0.19,4.16,472,3,16,87,164,202,182348,9781642751291,English,"Science, Fiction, Fantasy, Horror"
"I'm the Villainess, So I'm Taming the Final Boss, Vol. 4 LN","Sarasa Nagase, Mai Murasaki",180,"Little, Brown & Company",2022-11-08,14.22,1.78,4.18,71,3,1,11,21,35,21822,9781975334116,English,"Science, Fiction, Fantasy, Horror"
"RaW Hero, Vol. 5",Akira Hiramoto,176,"Little, Brown & Company",2021-07-27,12.86,3.14,3.49,53,5,3,16,19,10,276019,9781975324292,English,"Science, Fiction, Fantasy, Horror"
Nightingale's Lament,Simon R. Green,256,Penguin Putnam Inc,2010-04-13,8.69,0.31,3.97,11952,65,408,2956,4917,3606,156732,9780441011636,English,"Science, Fiction, Fantasy, Horror"
"A Witch's Love at the End of the World, Vol. 2",Kujira,192,"Little, Brown & Company",2021-02-23,11.35,2.65,3.98,292,0,7,75,128,82,241945,9781975318055,English,"Science, Fiction, Fantasy, Horror"
Crossed: v.10,"Garth Ennis, Christian Zanier",176,Avatar Press,2014-12-15,22.48,0.52,3.61,276,12,32,72,97,63,278234,9781592912421,English,"Science, Fiction, Fantasy, Horror"
The Valancourt Book of Victorian Christmas Ghost Stories,"Sir Arthur Conan Doyle, Sir Walter Scott, Tara Moore",292,Valancourt Books,2016-11-29,20.65,5.05,3.81,575,6,25,161,264,119,18155,9781943910564,English,"Science, Fiction, Fantasy, Horror"
"Baccano!, Vol. 9 (light novel)","Ryohgo Narita, Katsumi Enami",240,Yen on,2018-12-18,19.10,1.40,4.1,178,0,10,38,55,75,253692,9780316442343,English,"Science, Fiction, Fantasy, Horror"
