title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
Children's Book : Lovely Amelia Travels,"Stephany Salazar Nelson, Michelle Baron",38,Stephany Salazar Nelson,2017-11-06,14.60,2.60,4.67,3,0,0,0,1,2,3207602,9780999097410,English,"Travel, Holiday, Guides"
"The Gentleman's Companion : Being an Exotic Drinking Book Or, Around the World with Jigger, Beaker and Flask",Charles Henry Baker,232,Echo Point Books & Media,2015-04-30,19.98,0.12,4.36,25,0,0,2,12,11,1027208,9781626541139,English,"Travel, Holiday, Guides"
"First Footsteps in East Africa: or, an Exploration of Harrar: v. 2","Richard Francis Burton, Isabel Burton",276,Darf Publishers Ltd,1986-05-01,23.85,0.24,3.62,93,4,6,30,34,19,2242887,9781850771289,English,"Travel, Holiday, Guides"
"Greece : Santorini, Greece: Travel Guide Book-A Comprehensive 5-Day Travel Guide to Santorini, Greece & Unforgettable Greek Travel",Passport to European Travel Guides,70,Createspace Independent Publishing Platform,2015-11-25,9.71,0.48,3.11,28,2,6,12,3,5,900676,9781519421623,English,"Travel, Holiday, Guides"
"Rome : Rome, Italy: Travel Guide Book-A Comprehensive 5-Day Travel Guide to Rome, Italy & Unforgettable Italian Travel",Passport to European Travel Guides,66,Createspace Independent Publishing Platform,2015-09-22,8.90,0.36,2.77,13,0,6,4,3,0,1452581,9781517448967,English,"Travel, Holiday, Guides"
Year 1 - fur babies in France: adventure caravanning with dogs book 1 1 : from wage slaves to living the dream,Jacqueline Lambert,200,World Wide Walkies,2018-12-07,12.87,2.23,4.17,126,4,5,20,34,63,1994595,9781999357610,English,"Travel, Holiday, Guides"
Land of Tempest : Travels in Patagonia: 1958-1962,Eric Shipton,190,Vertebrate Publishing Ltd,2019-02-11,15.41,3.09,4.16,31,0,1,7,9,14,1485219,9781912560097,English,"Travel, Holiday, Guides"
My Travels in Japan : A Comic Book Artist's Amazing Journey,Audry Nicklin,128,Tuttle Publishing,2022-08-16,16.40,0.60,4.38,13,0,0,0,8,5,1802953,9784805316436,English,"Travel, Holiday, Guides"
A Staff Officer's Scrap Book During The Russo-Japanese War,Ian Hamilton,424,Read Books,2008-11-30,37.03,8.47,4,2,0,0,1,0,1,2567701,9781443731263,English,"Travel, Holiday, Guides"
The Book of Wonders,"Julien Sandrel, Ros Schwartz",224,Quercus Publishing,2019-05-30,16.38,2.72,3.9,3608,60,246,819,1362,1121,9781787473751,9781787473751,English,"Travel, Holiday, Guides"
The Book Of Coniston,William Gershom Collingwood,70,Lector House,2021-09-04,9.74,1.46,4,1,0,0,0,1,0,9789354205668,9789354205668,English,"Travel, Holiday, Guides"
The Book of Eating : Adventures in Professional Gluttony,Adam Platt,272,ECCO Press,2020-11-03,17.78,1.22,3.38,348,14,42,137,109,46,9780062293558,9780062293558,English,"Travel, Holiday, Guides"
"The Book of the Bivvy : Tips, stories and route ideas",Ronald Turnbull,176,Cicerone Press,2021-09-10,11.18,1.32,5,2,0,0,0,0,2,9781786310781,9781786310781,English,"Travel, Holiday, Guides"
The Lake Regions of Central Africa: From Zanzibar to Lake Tanganyika v. I,Sir Richard Francis Burton,368,Narrative Press,2001-08-01,19.91,3.09,3.97,36,0,0,9,19,8,2209057,9781589760622,English,"Travel, Holiday, Guides"
"Anglotopia Magazine - Issue #8 - The Anglophile Magazine - Christmas in England, Birmingham, Cadbury, World War II, Boxing Day, Penguin Books, British Christmas Films, Hovis, Lady Jane Grey and More! : The Anglophile Magazine",Anglotopia Llc,66,Anglotopia LLC,2020-12-01,21.19,9.31,5,1,0,0,0,0,1,9781735663982,9781735663982,English,"Travel, Holiday, Guides"
Greenwood Dark : A Traveller's Poems,Christopher Somerville,168,The Armchair Traveller at the Bookhaus,2008-09-30,12.27,0.13,2.67,3,0,1,2,0,0,2701286,9781905791576,English,"Travel, Holiday, Guides"
Stories in Stone,Jelle Zeilinga De Boer,176,Wesleyan University Press,2009-08-20,25.62,2.38,4.07,15,1,0,4,2,8,2477758,9780819568915,English,"Travel, Holiday, Guides"
The Pop Culture New York City : The Ultimate Location Finder,"Bob Egan, Jim Egan",180,Hal Leonard Corporation,2018-06-26,19.71,0.24,5,1,0,0,0,0,1,2183544,9781495093159,English,"Travel, Holiday, Guides"
Beyond the Barrier : The Story of Byrd's First Expedition to Antarctica,Eugene Rodgers,384,Naval Institute Press,2012-04-15,18.53,9.47,3.27,11,1,2,2,5,1,2629984,9781557507136,English,"Travel, Holiday, Guides"
Bindi Baby Colors (Telugu) : A Colorful Book for Telugu Kids,"Aruna K Hatti, Krishna Rao Boppana, Kate Armstrong",34,Gnaana Publishing,2015-05-01,20.48,8.32,5,1,0,0,0,0,1,1297183,9781943018154,Telugu,"Travel, Holiday, Guides"
Man of the World : Book 1 of The Odyssey Expedition,Graham David Hughes,330,ATBOSH Media Ltd,2017-10-10,18.07,1.53,4.45,20,0,0,2,7,11,1369523,9781626130814,English,"Travel, Holiday, Guides"
Travel As Transformation : Conquer the Limits of Culture to Discover Your Own Identity,"Gregory V Diehl, David J Wright",162,Identity Publications,2017-03-09,14.40,1.80,3.86,272,10,31,54,68,109,916696,9781945884245,English,"Travel, Holiday, Guides"
Bindi Baby Numbers (Punjabi) : A Counting Book for Punjabi Kids,"Aruna K Hatti, Tejinder Soodan, Kate Armstrong",34,Gnaana Publishing,2015-06-15,20.48,8.32,3,2,0,0,2,0,0,915556,9781943018147,Panjabi,"Travel, Holiday, Guides"
Name of the Dog: A Lefty Mendieta Investigation (Book 3),"Élmer Mendoza, Mark Fried",256,Quercus Publishing,2019-02-07,8.66,2.74,3.66,152,5,10,52,49,36,1583171,9781782064947,English,"Travel, Holiday, Guides"
Meaning of Life According to Bikers: The Biker Book for Charity,Louise Lewis,176,Schiffer Publishing Ltd,2018-09-28,26.82,0.68,5,1,0,0,0,0,1,1675838,9780764355967,English,"Travel, Holiday, Guides"
"Fishing Impossible : Three Fishing Fanatics. Ten Epic Adventures. The TV tie-in book to the BBC Worldwide series with ITV, set in British Columbia, the Bahamas, Kenya, Laos, Argentina, South Africa, Scotland, Thailand, Peru and Norway","Charlie, Jay, Tom 'The Blowfish' Hird, David Bartley",256,Atlantic Books,2016-10-20,30.80,0.20,5,1,0,0,0,0,1,721171,9781786491169,English,"Travel, Holiday, Guides"
Bindi Baby Numbers (Gujarati) : A Counting Book for Gujarati Kids,"Aruna K Hatti, Madhu Rye, Kate Armstrong",34,Gnaana Publishing,2015-03-16,20.48,8.32,5,1,0,0,0,0,1,991690,9781943018109,Gujarati,"Travel, Holiday, Guides"
The Great Book of Texas : The Crazy History of Texas with Amazing Random Facts & Trivia,Bill O'Neill,178,LAK Publishing,2020-02-28,11.43,0.67,3.88,109,0,10,27,38,34,2670536,9781648450020,English,"Travel, Holiday, Guides"
"Take More Vacations : How to Search Better, Book Cheaper, and Travel the World",Scott Keyes,304,HARPER WAVE,2021-05-11,14.29,3.21,4.02,724,8,32,135,313,236,1045371,9780062993540,English,"Travel, Holiday, Guides"
"Venice : Venice, Italy: Travel Guide Book-A Comprehensive 5-Day Travel Guide to Venice, Italy & Unforgettable Italian Travel",Passport to European Travel Guides,64,Createspace Independent Publishing Platform,2015-11-12,8.95,0.31,3.27,15,1,4,4,2,4,1065605,9781519149237,English,"Travel, Holiday, Guides"
"Learn Chinese with Mike Advanced Beginner to Intermediate Coursebook Seasons 3, 4 & 5 : Book, video and audio support",Mike Hainzinger,272,John Murray Press,2014-12-26,34.07,18.93,4.75,4,0,0,0,1,3,1065519,9781444198584,English,"Travel, Holiday, Guides"
"Scotland's Countryside Parks: West v. 2 : 60 Walks in Scotland's Country Parks, Country Estates & Regional Parks",Tom Prentice,160,Mica Publishing,2012-04-30,15.98,0.02,5,1,0,0,0,0,1,2484743,9780956036735,English,"Travel, Holiday, Guides"
"German Short Stories for Beginners Book 3 : Over 100 Dialogues and Daily Used Phrases to Learn German in Your Car. Have Fun & Grow Your Vocabulary, with Crazy Effective Language Learning Lessons",Learn Like A Native,114,Publishink LTD,2020-08-22,18.98,2.62,2,1,0,1,0,0,0,2739476,9781913907204,English,"Travel, Holiday, Guides"
Amsterdam City Guide: Your Little Black Book,Anne De Buck,200,Terra Uitgeverij,2016-09-07,18.02,2.98,2,1,0,1,0,0,0,2345779,9789089896964,English,"Travel, Holiday, Guides"
The Lewis and Clark Expedition (a True Book: Westward Expansion),John Perritano,48,C. Press/F. Watts Trade,2010-09-01,7.49,0.51,3.68,22,0,2,9,5,6,2412034,9780531212455,English,"Travel, Holiday, Guides"
"Russia For Kids : People, Places and Cultures - Children Explore The World Books",Baby Professor,42,Baby Professor,2016-04-01,12.68,3.62,1,1,1,0,0,0,0,2675706,9781683056218,English,"Travel, Holiday, Guides"
"Soul of the Rhino : A Nepali Adventure With Kings And Elephant Drivers, Billionaires And Bureaucrats, Shamans And Scientists And The Indian Rhinoceros","Hemanta Mishra, Jim Fowler, Bruce Babbitt, Jim Ottaway",256,Rowman & Littlefield,2008-03-01,16.76,9.24,3.79,117,3,7,29,50,28,1465207,9781599211466,English,"Travel, Holiday, Guides"
Walking the Literary Landscape : 20 classic walks for book-lovers in Northern England,"Ian Hamilton, Diane Roberts",128,Vertebrate Publishing Ltd,2014-05-01,13.84,0.97,4,5,1,0,0,1,3,1204223,9781906148782,English,"Travel, Holiday, Guides"
How to Ride a Train to Ulaanbaatar and Other Essays,Josephine V. Roque,216,Penguin Random House SEA,2021-02-15,21.62,4.38,4,12,0,0,5,2,5,2880819,9789814882880,English,"Travel, Holiday, Guides"
Prince Edward Island Book of Musts,Erin Moore,176,MacIntyre Purcell Publishing Inc.,2008-10-15,13.08,1.92,3.33,3,1,0,0,1,1,2127844,9780978478414,English,"Travel, Holiday, Guides"
Sacred Nature Safari Colouring Book,Jonathan Scott,56,Bradt Travel Guides,2022-12-01,14.52,0.43,5,1,0,0,0,0,1,2242502,9781784778606,English,"Travel, Holiday, Guides"
"U.S. Taxes for Worldly Americans : The Traveling Expat's Guide to Living, Working, and Staying Tax Compliant Abroad","Olivier Wagner, Gregory V Diehl",152,Identity Publications,2017-03-09,33.82,1.48,4.26,117,1,2,21,35,58,2745272,9781945884269,English,"Travel, Holiday, Guides"
Mighty Fitz : The Sinking of the Edmund Fitzgerald,Michael Schumacher,256,University of Minnesota Press,2012-09-21,16.70,0.80,4.05,843,1,13,190,380,259,1257973,9780816680818,English,"Travel, Holiday, Guides"
Conversational Korean Dialogues : Over 100 Korean Conversations and Short Stories,Lingo Mastery,340,Lingo Mastery,2021-02-01,19.30,1.60,4.57,7,0,0,1,1,5,1619020,9781951949297,English,"Travel, Holiday, Guides"
Canyon Solitude : A Woman's Solo River Journey Through the Grand Canyon,McCairen McCairen,304,Seal Press,1998-04-15,18.39,0.61,3.96,209,2,9,50,83,65,1942896,9781580050074,English,"Travel, Holiday, Guides"
Pittsburgh Irish : Erin on the Three Rivers,"Gerard F. O'Neil, Diane V. Byrnes",159,Arcadia Publishing,2015-08-17,22.19,0.81,4.11,9,0,0,2,4,3,2663002,9781626198296,English,"Travel, Holiday, Guides"
"Walking the Munros Vol 1 - Southern, Central and Western Highlands",Steve Kew,272,Cicerone Press,2021-07-01,16.92,1.58,5,2,0,0,0,0,2,1762557,9781786311054,English,"Travel, Holiday, Guides"
White Mountain Guide: A Centennial Retrospective,Appalachian Mountain Club Books,224,Appalachian Mountain Club Books,2007-11-01,26.53,17.97,4.5,2,0,0,0,1,1,9781934028087,9781934028087,English,"Travel, Holiday, Guides"
Capri and No Longer Capri,"Raffaele La Capria, Elizabeth A. Petroff, Richard J. Pioli",168,Thunder's Mouth Press,2003-08-22,19.38,0.62,3.48,31,0,7,8,10,6,1738785,9781560255031,English,"Travel, Holiday, Guides"
Favorite Poems of the Wild : An Adventurer's Collection,Bushel & Peck Books,98,Bushel & Peck Books,2022-04-12,15.35,0.65,3,4,0,0,4,0,0,9781638191049,9781638191049,English,"Travel, Holiday, Guides"
Men & Bikes. A Colouring Book Antidote To Obsessive Cycling Disorder : For Those Days When He Can't Get Out On His Bike,Matchbox Books,96,EIGHT15 Ltd,2020-11-16,10.40,1.40,5,1,0,0,0,0,1,9781913467234,9781913467234,English,"Travel, Holiday, Guides"
Royal Botanic Gardens Kew - The Tropical Hothouse : The book that turns into a botanical paradise,"Chris Thorogood, Paperscapes",112,Welbeck Publishing Group,2020-10-06,32.84,3.66,5,3,0,0,0,0,3,719502,9780233006017,English,"Travel, Holiday, Guides"
Men & Bikes. A Colouring Book Antidote To Obsessive Cycling Disorder : For Those Days When He Can't Get Out On His Bike,Matchbox Books,96,EIGHT15 Ltd,2020-11-16,10.40,1.40,5,1,0,0,0,0,1,9781913467234,9781913467234,English,"Travel, Holiday, Guides"
WorkLife Book Club : Volume 1: Shoreditch,Carmel O'Reilly,362,Amaurea Press,2022-04-01,24.75,5.35,5,1,0,0,0,0,1,2738066,9781914278044,English,"Travel, Holiday, Guides"
The Glimpse Traveler,Marianne Boruch,240,Indiana University Press,2011-08-19,16.46,1.54,3.7,40,1,3,13,13,10,1240602,9780253223449,English,"Travel, Holiday, Guides"
The Manueline : Portuguese Art during the Great Discoveries,"Pedro Dias, Dalila Rodrigues, Fernando Grilo",366,Museum Ohne Grenzen (Museum With No Frontiers),2017-02-06,36.56,25.34,2,1,0,1,0,0,0,1498594,9783902782984,English,"Travel, Holiday, Guides"
Wanderland : SHORTLISTED FOR THE WAINWRIGHT PRIZE AND STANFORD DOLMAN TRAVEL BOOK OF THE YEAR AWARD,Jini Reddy,272,Bloomsbury Publishing PLC,2021-06-01,11.21,1.29,3.52,267,7,43,75,89,53,726744,9781472951953,English,"Travel, Holiday, Guides"
Travel As Transformation : Conquer the Limits of Culture to Discover Your Own Identity,"Gregory V Diehl, David J Wright",162,Identity Publications,2017-03-09,14.40,1.80,3.86,272,10,31,54,68,109,916696,9781945884245,English,"Travel, Holiday, Guides"
"Australia and Oceania : The Smallest Continent, Unique Animal Life - Geography for Kids Children's Explore the World Books",Baby Professor,64,Baby Professor,2017-05-15,14.03,6.17,5,2,0,0,0,0,2,1460007,9781541938304,English,"Travel, Holiday, Guides"
Bring Me Sunshine : The perfect heartwarming and feel-good book to curl up with this year!,Laura Kemp,432,Orion Publishing Co,2019-06-27,8.18,1.82,4.09,260,6,9,42,102,101,706698,9781409174851,English,"Travel, Holiday, Guides"
"Turf Wars : by the author of THE LOST AND THE DAMNED, a Times Crime Book of the Month",Olivier Norek,336,Quercus Publishing,2021-11-11,19.73,1.27,4.22,985,2,25,129,429,400,788325,9780857059666,English,"Travel, Holiday, Guides"
Unicorn Activity Book For Kids Ages 4-8 : Easy Non Fiction Juvenile Activity Books Alphabet Books,Patricia Larson,112,Patricia Larson,2020-07-08,18.53,1.67,5,1,0,0,0,0,1,2228808,9781649302052,English,"Travel, Holiday, Guides"
The Nile River Major Rivers of the World Series Grade 4 Children's Geography & Cultures Books,Baby Professor,84,Baby Professor,2019-11-22,15.36,8.14,3,1,0,0,1,0,0,9781541953659,9781541953659,English,"Travel, Holiday, Guides"
The Nile River Major Rivers of the World Series Grade 4 Children's Geography & Cultures Books,Baby Professor,84,Baby Professor,2019-08-01,24.92,6.38,3,1,0,0,1,0,0,9781541977204,9781541977204,English,"Travel, Holiday, Guides"
Let's Go to Espana! Geography Lessons for 3rd Grade Children's Explore the World Books,Baby Professor,64,Baby Professor,2017-09-15,14.03,6.17,5,1,0,0,0,0,1,9781541914285,9781541914285,English,"Travel, Holiday, Guides"
The Times D-Day : The Story of the Allied Landings,"Richard Happer, Peter Chasseaud, Times Books",208,HarperCollins Publishers,2019-09-01,32.48,11.02,3.5,6,0,1,1,4,0,1493632,9780008358266,English,"Travel, Holiday, Guides"
House at Otowi Bridge,Church,159,University of New Mexico Press,1979-06-01,16.23,2.77,4.07,382,0,9,92,144,137,1545272,9780826302816,English,"Travel, Holiday, Guides"
A Tentative List of Books and Some Mss. Relating to the History of the Portuguese in India Proper,Arthur Coke Burnell,156,Palala Press,2018-02-16,18.26,0.24,5,1,0,0,0,0,1,9781377674728,9781377674728,English,"Travel, Holiday, Guides"
A Vagabond for Beauty : A John Murray Journey,W L Rusho,304,John Murray Press,2021-07-08,12.08,3.92,4.15,506,7,12,105,158,224,1459689,9781529376104,English,"Travel, Holiday, Guides"
Royal Botanic Gardens Kew - The Tropical Hothouse : The book that turns into a botanical paradise,"Chris Thorogood, Paperscapes",112,Welbeck Publishing Group,2020-10-06,32.84,3.66,5,3,0,0,0,0,3,719502,9780233006017,English,"Travel, Holiday, Guides"
"Passages from the French and Italian Note-Books of Nathaniel Hawthorne, Volume 2",Nathaniel Hawthorne,276,Nabu Press,2010-01-09,26.67,0.32,3,1,0,0,1,0,0,9781141276455,9781141276455,English,"Travel, Holiday, Guides"
"Learn Chinese with Mike Absolute Beginner Coursebook Seasons 1 & 2 : Book, video and audio support",Mike Hainzinger,256,John Murray Press,2014-12-04,27.59,12.91,4.75,4,0,0,0,1,3,842917,9781444198577,English,"Travel, Holiday, Guides"
General Yamashita's Dream Book: How to Successfully Find Hidden Treasure in the Philippines,Aquila Chrysaetos,424,New Generation Publishing,2013-04-10,29.93,33.67,4.05,20,3,1,1,2,13,1485081,9781909740297,English,"Travel, Holiday, Guides"
The Story of the Cowboys - US History Books Children's American History,Baby Professor,64,Baby Professor,2017-03-15,22.75,14.25,5,2,0,0,0,0,2,3527764,9781541912984,English,"Travel, Holiday, Guides"
Book of Trees Pacific Southwest Trees Edition Children's Forest and Tree Books,Baby Professor,42,Baby Professor,2016-04-01,12.68,3.62,1,1,1,0,0,0,0,9781683056294,9781683056294,English,"Travel, Holiday, Guides"
"Passages from the French and Italian Note-Books of Nathaniel Hawthorne, Volume 2",Nathaniel Hawthorne,276,Nabu Press,2010-01-09,26.67,0.32,3,1,0,0,1,0,0,9781141276455,9781141276455,English,"Travel, Holiday, Guides"
Passages from the French and Italian Note-Books of Nathaniel Hawthorne,Nathaniel Hawthorne,578,BCR (Bibliographical Center for Research),2009-11-17,32.72,2.27,3.5,4,1,0,0,2,1,9781116305937,9781116305937,English,"Travel, Holiday, Guides"
Passages from the French and Italian Note-Books of Nathaniel Hawthorne,Nathaniel Hawthorne,578,BCR (Bibliographical Center for Research),2009-11-17,32.72,2.27,3.5,4,1,0,0,2,1,9781116305937,9781116305937,English,"Travel, Holiday, Guides"
Passages from the French and Italian Note-Books of Nathaniel Hawthorne. Vol. I,Nathaniel Hawthorne,394,"British Library, Historical Print Editions",2011-03-25,31.69,3.31,4.5,2,0,0,0,1,1,9781241494957,9781241494957,English,"Travel, Holiday, Guides"
"Passages from the French and Italian Note-Books of Nathaniel Hawthorne, Volume 2",Nathaniel Hawthorne,276,Nabu Press,2010-01-09,26.67,0.32,3,1,0,0,1,0,0,9781141276455,9781141276455,English,"Travel, Holiday, Guides"
The Gentleman's Companion; Being an Exotic Cookery Book,Charles Henry Baker,242,Martino Fine Books,2013-07-10,18.96,1.64,4,2,0,0,1,0,1,1590408,9781614274452,English,"Travel, Holiday, Guides"
The Canal Line 1940 : The Dunkirk Campaign,Jerry Murland,208,Pen & Sword Books Ltd,2018-12-21,17.38,1.12,3,1,0,0,1,0,0,1272141,9781473852198,English,"Travel, Holiday, Guides"
Discovering Totem Poles : A Traveler's Guide,Aldona Jonaitis,144,University of Washington Press,2012-04-23,19.64,0.36,3.5,6,0,0,3,3,0,1315686,9780295991870,English,"Travel, Holiday, Guides"
The Northern Fells (Walkers Edition): Volume 5 : Wainwright's Walking Guide to the Lake District Fells Book 5,"Alfred Wainwright, Clive Hutchby",312,Frances Lincoln Publishers Ltd,2018-03-08,13.99,4.51,4.74,78,0,0,3,14,61,572480,9780711236585,English,"Travel, Holiday, Guides"
"The Seed Buried Deep (the Expedition Trilogy, Book 2)","Jason Lewis, Kenny Brown, Tammie Stevens",254,BillyFish Books LLC,2013-12-01,21.06,3.84,4.27,214,0,2,27,96,89,1338926,9780984915514,English,"Travel, Holiday, Guides"
Level 3: New York Book and MP3 Pack : Industrial Ecology,"Vicky Shipton, Alan Lerner",46,Pearson Education Limited,2016-10-14,9.45,0.55,3.55,47,3,3,17,13,11,1447498,9781447925699,English,"Travel, Holiday, Guides"
"S Is for Southern : A Guide to the South, from Absinthe to Zydeco","Editors of Garden and Gun, David DiBenedetto",400,HARPER WAVE,2017-10-24,47.07,0.93,4.15,177,2,4,33,65,73,1093538,9780062445148,English,"Travel, Holiday, Guides"
"Louisiana Saturday Night : Looking for a Good Time in South Louisiana's Juke Joints, Honky-Tonks, and Dance Halls",Alex V. Cook,200,Louisiana State University Press,2012-03-09,21.45,4.55,4.36,11,0,0,2,3,6,1879406,9780807144565,English,"Travel, Holiday, Guides"
"Penny Whistle Traveling-with-Kids Book : Whether by Boat, Train, Car, or Plane...How to Take The Best Trip Ever with Kids","Meredith Brokaw, Annie Gilbar, Jill Weber",160,Simon & Schuster,1995-04-01,18.68,0.42,3.56,18,1,0,8,6,3,1675692,9780671881368,English,"Travel, Holiday, Guides"
The Masque of Africa : Glimpses of African Belief,V. S. Naipaul,336,Pan Macmillan,2019-07-11,11.92,4.08,3.23,576,33,93,222,164,64,1551360,9781529009484,English,"Travel, Holiday, Guides"
The Naked Guide to Cider : Not All Guide Books are the Same,"James Russell, Jones Richard, Joe Burt",272,TANGENT BOOKS,2015-03-31,10.48,8.02,5,1,0,0,0,0,1,1779367,9781910089132,English,"Travel, Holiday, Guides"
Conversational Tagalog Dialogues : Over 100 Tagalog Conversations and Short Stories,Lingo Mastery,290,Lingo Mastery,2021-11-30,19.69,0.81,5,6,0,0,0,0,6,24872,9781951949488,English,"Travel, Holiday, Guides"
Italian Renaissance Frames at the V&A,"Christine Powell, Zoe Allen",346,Taylor & Francis Ltd,2009-11-20,135.40,23.10,3.5,2,0,0,1,1,0,1869845,9780750686198,English,"Travel, Holiday, Guides"
Easy Portuguese Phrase Book : Over 1500 Common Phrases For Everyday Use And Travel,Lingo Mastery,194,Lingo Mastery,2021-07-04,13.62,1.18,5,4,0,0,0,0,4,1613624,9781951949372,English,"Travel, Holiday, Guides"
The Book of John Mandeville : An Edition of the Pynson Text with Commentary on the Defective Version,Tamarah Kohanski,192,"Arizona Center for Medieval & Renaissance Studies,US",2001-12-01,19.10,6.84,3.36,1327,72,194,459,387,215,1330328,9780866982733,English,"Travel, Holiday, Guides"
The Little Book of Ranelagh,Maurice Curtis,144,The History Press Ltd,2018-01-01,15.55,16.45,3,4,0,1,2,1,0,1674504,9780750983617,English,"Travel, Holiday, Guides"
Get By in Polish Book,Kasia Chmielecka,160,Pearson Education Limited,2008-05-19,8.68,0.32,3,1,0,0,1,0,0,1715563,9781406644326,English,"Travel, Holiday, Guides"
The Handy Geography Answer Book : Third Edition,Paul A. Tucci,450,Visible Ink Press,2016-09-22,35.05,5.15,3.93,29,0,0,7,17,5,1941627,9781578595761,English,"Travel, Holiday, Guides"
Wisdom From Ole Time Jamaican People : Lessons From Jamaican Proverbs,Veronica V Sutherland M Ed,86,Createspace Independent Publishing Platform,2012-11-22,9.15,0.10,4.33,9,0,0,2,2,5,1889844,9781481067393,English,"Travel, Holiday, Guides"
Italian Renaissance Frames at the V&A,"Christine Powell, Zoe Allen",346,Taylor & Francis Ltd,2009-11-20,135.40,23.10,3.5,2,0,0,1,1,0,1869845,9780750686198,English,"Travel, Holiday, Guides"
An Early New England Seaport,"Edmund V. Gillon, Jr",60,Schiffer Publishing Ltd,2007-07-01,13.58,7.42,4.5,2,0,0,0,1,1,1548426,9780887400636,English,"Travel, Holiday, Guides"
The Book of Jamaica,Russell Banks,352,HarperCollins Publishers Inc,1996-05-01,17.12,0.88,3.57,293,7,25,113,89,59,1827825,9780060977078,English,"Travel, Holiday, Guides"
A Walk from the Wild Edge : 'This Book Has Changed Lives' Chris Evans,Jake Tyler,336,Penguin Books Ltd,2022-08-01,11.78,0.72,4.24,433,5,10,60,158,200,61778,9780241401170,English,"Travel, Holiday, Guides"
The Masque of Africa : Glimpses of African Belief,V. S. Naipaul,256,Random House USA Inc,2011-10-04,15.62,1.38,3.23,576,33,93,222,164,64,1516024,9780307454997,English,"Travel, Holiday, Guides"
