title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
The Divine Comedy: I. Inferno,"Dante Alighieri, John D. Sinclair",432,Oxford University Press Inc,1981-09-03,20.92,0.08,4.02,166580,3181,9062,33632,56766,63939,199397,9780195004120,English,"Poetry, Drama"
The Book of Riga : A City in Short Fiction,"Dace Ruksane, Kristine Zelve, Pauls Bankovskis, Gundega Repse, Svens Kuzmins, Ilze Jansone, Andra Neiburga, Juris Zvirgzdins, Becca Parkinson, Eva Eglaja-Kristsone",144,Comma Press,2018-07-01,9.95,2.55,3.52,46,1,3,18,19,5,646783,9781910974384,English,"Poetry, Drama"
50 Books for Life : A Concise Guide to Catholic Literature,Roy Peachey,134,Angelico Press/Second Spring,2019-06-24,19.19,1.51,5,1,0,0,0,0,1,1593700,9781621384687,English,"Poetry, Drama"
Inside Picture Books,Ellen Handler Spitz,256,Yale University Press,2000-08-11,11.17,14.83,3.67,43,2,2,18,7,14,1411304,9780300084764,English,"Poetry, Drama"
"Footnotes from the World's Greatest Bookstores : True Tales and Lost Moments from Book Buyers, Booksellers, and Book Lovers","Bob Eckstein, Garrison Keillor",176,Random House USA Inc,2016-10-04,23.26,0.74,4.25,1063,13,18,156,383,493,58666,9780553459272,English,"Poetry, Drama"
The Book of Lies : Oversized Keep Silence Edition,"Aleister Crowley, Scott Wilde",138,Scott Wilde,2019-10-20,35.63,1.67,3.84,3816,147,312,872,1175,1310,630167,9781646691845,English,"Poetry, Drama"
I Belong Here : A Journey Along the Backbone of Britain: WINNER OF THE 2021 BOOKS ARE MY BAG READERS AWARD FOR NON-FICTION,Anita Sethi,320,Bloomsbury Publishing PLC,2021-06-29,21.26,1.74,3.49,455,21,62,143,131,98,236995,9781472983930,English,"Poetry, Drama"
Living Books : Experiments in the Posthumanities,Janneke Adema,360,MIT Press Ltd,2021-08-31,33.35,8.15,4,2,0,0,1,0,1,2373795,9780262046022,English,"Poetry, Drama"
The Book of Margery Kempe: Annotated Edition,Barry A Windeatt,492,Boydell & Brewer Ltd,2006-01-26,30.61,1.88,3.26,3710,303,611,1233,929,634,406971,9781843840107,English,"Poetry, Drama"
Friend : A Novel from North Korea,"Nam-nyong Paek, Immanuel Kim",240,Columbia University Press,2020-05-05,18.25,0.25,3.53,356,5,33,135,136,47,11675,9780231195614,English,"Poetry, Drama"
Mothering by the Book - The Power of Reading Aloud to Overcome Fear and Recapture Joy,"Jennifer Pepito, Sally Clarkson",240,Baker Publishing Group,2022-08-02,13.42,1.08,4.25,341,2,9,48,124,158,609202,9780764239533,English,"Poetry, Drama"
Knowing Books : The Consciousness of Mediation in Eighteenth-Century Britain,Christina Lupton,200,University of Pennsylvania Press,2011-11-16,56.72,15.28,4,5,0,1,0,2,2,2455101,9780812243727,English,"Poetry, Drama"
One-Act Comedies of Moliere : Seven Plays,Moliere,184,Hal Leonard Corporation,2000-06-01,14.42,2.58,3.77,22,0,2,6,9,5,658016,9781557831095,English,"Poetry, Drama"
Introduction to Algebraic Geometry,Serge Lang,272,Dover Publications Inc.,2019-04-26,14.79,0.71,3.5,2,0,0,1,1,0,59247,9780486834221,English,"Poetry, Drama"
My Reading Journal : A Notebook and Diary for Book Lovers,Potter,224,Random House USA Inc,2018-08-21,11.22,4.78,5,1,0,0,0,0,1,420057,9781524763619,English,"Poetry, Drama"
Aesop's Fables on Stage : A Collection of Children's Plays Based on Aesop'sFables,Julie Meighan,77,JEMBOOKS,2016-01-06,9.66,1.34,4,15,1,0,5,1,8,543035,9780956896698,English,"Poetry, Drama"
The World Record Book of Racist Stories,"Amber Ruffin, Lacey Lamar",240,"Little, Brown & Company",2022-12-08,24.54,5.96,4.44,881,8,5,65,314,489,793315,9781538724552,English,"Poetry, Drama"
Kahlil Gibran's Little Book of Wisdom,"Kahil Gibran, Neil Douglas-Klotz",208,Hampton Roads Publishing Co,2019-09-06,13.08,3.42,3.66,181,3,19,58,57,44,819036,9781571748355,English,"Poetry, Drama"
The Peach Blossom Fan,"K'ung Shang-jen, Jonathan Spence, Harold Acton and Cyril Birch, Chen Shih-hsiang, Judith T. Zeitlin",370,"The New York Review of Books, Inc",2015-07-21,19.20,1.80,3.75,110,1,11,30,40,28,543334,9781590178768,English,"Poetry, Drama"
Selected Essays/Essais Choisis : A Dual-Language Book,"Michel de Montaigne, Stanley Appelbaum",208,Dover Publications Inc.,2007-07-27,10.55,0.45,4.06,2260,21,97,437,866,839,325298,9780486457444,English,"Poetry, Drama"
The Sound of Music : The Complete Book and Lyrics of the Broadway Musical,"Howard Lindsay, Oscar Hammerstein, II",156,Hal Leonard Corporation,2010-04-01,15.44,1.86,4.29,69,0,2,11,21,35,298578,9781423490791,English,"Poetry, Drama"
The Bright Book of Life : Novels to Read and Reread,Harold Bloom,448,Random House USA Inc,2021-12-28,16.62,2.38,4.1,10,0,1,1,4,4,801273,9781984898432,English,"Poetry, Drama"
English Renaissance Poetry : A Collection Of Shorter Poems,John Williams,400,"The New York Review of Books, Inc",2016-02-23,18.66,3.34,4.03,61,1,6,8,21,25,543381,9781590179772,English,"Poetry, Drama"
The Oxford Book of Caribbean Verse,"Stewart Brown, Mark McWatt",448,Oxford University Press,2009-05-07,11.57,0.93,3.76,33,1,0,10,17,5,737083,9780199561599,English,"Poetry, Drama"
"The Poetry of Yoga, Vol. 1 (Distribution)",Hawah,334,Lulu.com,2012-12-04,22.21,2.59,4,4,0,0,1,2,1,813997,9781300474739,English,"Poetry, Drama"
Gilgamesh Epic and Old Testament Parallels,Alexander Heidel,280,The University of Chicago Press,1963-09-15,20.52,0.48,3.88,65,0,5,15,28,17,666052,9780226323985,English,"Poetry, Drama"
Book of the Sacred Magic of Abramelin the,Samuel L Macgregor,320,Cosimo Classics,2010-07-30,49.85,5.45,4.02,1317,24,76,292,385,540,879634,9781616402556,English,"Poetry, Drama"
Color Me Drunk : A Drinking and Drawing Activity Book,Potter Gift,128,Random House USA Inc,2012-08-07,18.08,1.92,4.33,27,0,1,5,5,16,323634,9780307886927,English,"Poetry, Drama"
Oxford Student Texts: John Milton: Paradise Lost Book IX,"John Milton, Steven Croft, Anna Baldwin",176,Oxford University Press,2008-04-17,13.80,2.20,3.55,291,8,36,82,117,48,599917,9780198326007,English,"Poetry, Drama"
"The Divine Comedy, I. Inferno, Vol. I. Part 1 : Text","Dante, Charles S. Singleton",392,Princeton University Press,1990-02-21,28.56,1.43,4.01,165642,3173,9036,33468,56448,63517,668035,9780691018966,English,"Poetry, Drama"
"Little Book of Latin Love Poetry : A Transitional Reader for Catullus, Horace, and Ovid",Gaius Valerius Catullus,138,"Bolchazy-Carducci Publishers,U.S.",2006-12-01,25.99,0.31,4,9,0,1,2,2,4,854012,9780865166011,English,"Poetry, Drama"
The Book : Its History and Development,Cyril Davenport,198,Alpha Edition,2021-11-22,14.16,3.24,3.5,2,0,0,1,1,0,9789355390141,9789355390141,English,"Poetry, Drama"
The Complete Euripides : Volume V: Medea and Other Plays,"Euripides, Peter Burian, Alan Shapiro",512,Oxford University Press Inc,2011-04-28,17.90,0.10,4.36,33,0,0,5,11,17,294885,9780195388718,English,"Poetry, Drama"
Metamorfosis I-V,Ovidio,496,Gredos,2019-11-22,22.93,5.71,4.33,3,0,0,0,2,1,791930,9788424939106,Spanish,"Poetry, Drama"
The Book of Sheffield : A City in Short Fiction,"Margaret Drabble, Philip Hensher, Helen Mort, Gregory Norminton, Naomi Frisby, Tim Etchells, Geoff Nicholson, Desiree Reynolds, Karl Riordan, Catherine Taylor",128,Comma Press,2019-10-24,9.56,2.94,3.53,57,1,5,20,25,6,990869,9781912697137,English,"Poetry, Drama"
The Book of Birds : Wordsworth's Poetry on Birds,William Wordsworth,51,READ BOOKS,2020-02-20,9.05,1.95,4.25,4,0,0,0,3,1,940917,9781528716352,English,"Poetry, Drama"
"Kabuki Plays on Stage v. 4; Restoration and Reform, 1872-1905","James R. Brandon, Samuel L. Leiter",464,University of Hawai'i Press,2003-07-31,37.18,8.82,4.8,5,0,0,0,1,4,60708,9780824825744,English,"Poetry, Drama"
Book of Hours : Poems,Kevin Young,208,Alfred A. Knopf,2015-10-13,17.30,0.20,4.18,453,7,11,66,177,192,925135,9780375711886,English,"Poetry, Drama"
The Little Book of Neuroscience Haiku,Eric Chudler,240,WW Norton & Co,2013-05-21,14.53,3.47,3.87,46,2,3,14,7,20,860573,9780393708325,English,"Poetry, Drama"
Hot Books in the Cold War : The CIA-Funded Secret Western Book Distribution Program Behind the Iron Curtain,Alfred A. Reisch,596,Central European University Press,2013-04-01,120.65,14.75,4,2,0,0,0,2,0,2816738,9786155225239,English,"Poetry, Drama"
The Book of Lies,Aleister Crowley,104,Lulu.com,2017-01-19,31.35,0.75,3.84,3816,147,312,872,1175,1310,840817,9781365529849,English,"Poetry, Drama"
Thucydides: History Book II,Peter J. Rhodes,294,Liverpool University Press,1989-01-01,36.94,2.56,4.27,49,1,0,7,18,23,52333,9780856683978,"Greek, Ancient (to 1453)","Poetry, Drama"
The Meaning of Superhero Comic Books,Terrence R. Wandtke,270,McFarland & Co  Inc,2012-06-30,32.39,7.61,3.75,8,0,0,3,4,1,2086091,9780786464913,English,"Poetry, Drama"
How and Why Books Matter : Essays on the Social Function of Iconic Texts,James Watts,230,Equinox Publishing Ltd,2022-10-03,34.27,31.23,5,1,0,0,0,0,1,2688801,9781781797686,English,"Poetry, Drama"
"Picture Books for Children : Fiction, Folktales and Poetry",Mary Northrup,238,American Library Association,2012-04-30,62.20,2.80,4.08,13,0,1,3,3,6,2482693,9780838911440,English,"Poetry, Drama"
"Was the Cat in the Hat Black? : The Hidden Racism of Children's Literature, and the Need for Diverse Books",Philip Nel,304,Oxford University Press Inc,2019-05-30,19.51,3.49,4.11,384,4,5,72,168,135,806091,9780190932879,English,"Poetry, Drama"
George Washington: A Life in Books,Kevin J. Hayes,408,Oxford University Press Inc,2017-07-13,32.79,4.71,4,45,1,2,8,19,15,2015292,9780190456672,English,"Poetry, Drama"
Hebrewisms of West Africa,"Joseph J Williams, Lushena Books",364,Lushena Books,2017-06-08,21.57,1.13,4.53,30,0,1,3,5,21,1955158,9781631825910,English,"Poetry, Drama"
The Men in My Life,Vivian Gornick,216,MIT Press Ltd,2008-09-30,18.28,0.22,4.04,107,0,2,28,41,36,701391,9780262073035,English,"Poetry, Drama"
"Get Started in Writing an Illustrated Children's Book : Design, develop and write illustrated children's books for kids of all ages",Lucy Courtenay,240,John Murray Press,2017-02-07,13.93,6.07,4,10,0,0,1,8,1,782048,9781473611849,English,"Poetry, Drama"
Eugene O'Neill: Complete Plays Vol. 1 1913-1920 (LOA #40),Eugene O'Neill,1100,The Library of America,1988-11-01,40.62,2.88,4.03,102,2,1,22,44,33,706205,9780940450486,English,"Poetry, Drama"
Nabokov and his Books : Between Late Modernism and the Literary Marketplace,Duncan White,250,Oxford University Press,2017-05-02,108.60,6.90,4,1,0,0,0,1,0,2356071,9780198737629,English,"Poetry, Drama"
Beauty Surrounds Us : A Words & Images Coffee Table Book,"Kerrie L Flanagan, Suzette McIntyre",102,Hot Chocolate Press,2016-03-01,39.43,1.57,4.5,2,0,0,0,1,1,326017,9780996171021,English,"Poetry, Drama"
Catullus Through his Books : Dramas of Composition,John Kyrin Schafer,320,Cambridge University Press,2020-04-23,72.94,19.25,5,2,0,0,0,0,2,2137039,9781108472241,English,"Poetry, Drama"
Inside The World Of Comic Books,Jeffery Klaehn,258,Black Rose Books,2006-11-15,20.83,1.17,4,4,0,1,0,1,2,2629656,9781551642963,English,"Poetry, Drama"
Books Promiscuously Read : Reading as a Way of Life,Heather Cass White,176,St Martin's Press,2022-07-05,11.11,5.39,3.47,175,9,25,52,53,36,1877647,9781250849106,English,"Poetry, Drama"
Comic Books Incorporated : How the Business of Comics Became the Business of Hollywood,Shawna Kidman,328,University of California Press,2019-04-30,33.95,0.55,3.67,6,0,0,3,2,1,2059049,9780520297562,English,"Poetry, Drama"
Anglo-Saxon Books and Their Readers : Essays in Celebration of Helmut Gneuss's Handlist of Anglo-Saxon Manuscripts,"Thomas N Hall, Donald Scragg",198,Medieval Institute Publications,2008-12-31,14.56,12.43,4.5,2,0,0,0,1,1,2193473,9781580441384,English,"Poetry, Drama"
Hot Books in the Cold War : The CIA-Funded Secret Western Book Distribution Program Behind the Iron Curtain,Alfred A. Reisch,596,Central European University Press,2013-04-01,120.65,14.75,4,2,0,0,0,2,0,2816738,9786155225239,English,"Poetry, Drama"
Catullus Through his Books : Dramas of Composition,John Kyrin Schafer,320,Cambridge University Press,2020-04-23,72.94,19.25,5,2,0,0,0,0,2,2137039,9781108472241,English,"Poetry, Drama"
Hot Books in the Cold War : The CIA-Funded Secret Western Book Distribution Program Behind the Iron Curtain,Alfred A. Reisch,596,Central European University Press,2013-04-01,120.65,14.75,4,2,0,0,0,2,0,2816738,9786155225239,English,"Poetry, Drama"
On Farting : Language and Laughter in the Middle Ages,V. Allen,239,Palgrave Macmillan,2010-05-13,76.09,16.41,3.71,17,0,2,3,10,2,993946,9780230100398,English,"Poetry, Drama"
"The Revelations of St. Birgitta of Sweden: Volume I : Liber Caelestis, Books I-III","Denis Searby, Bridget Morris",376,Oxford University Press Inc,2006-04-27,103.48,36.02,5,2,0,0,0,0,2,852589,9780195166446,English,"Poetry, Drama"
On Freedom : The electrifying new book from the author of The Argonauts,Maggie Nelson,304,Vintage Publishing,2022-09-08,12.69,1.81,4.04,1420,17,68,289,519,527,257329,9781529113341,English,"Poetry, Drama"
"The Valancourt Book of Victorian Christmas Ghost Stories, Volume 4",Christopher Philippo,232,Valancourt Books,2020-12-01,19.71,5.79,3.78,72,1,7,13,37,14,825582,9781948405812,English,"Poetry, Drama"
How and Why Books Matter : Essays on the Social Function of Iconic Texts,James Watts,230,Equinox Publishing Ltd,2022-10-03,34.27,31.23,5,1,0,0,0,0,1,2688801,9781781797686,English,"Poetry, Drama"
Book Marks (Guided Journal) : A Reading Tracker,Book Riot,144,Abrams,2020-02-11,15.04,1.96,2.5,2,1,0,0,1,0,1066651,9781419743573,English,"Poetry, Drama"
"Aeneid, Books VII-XII","David Virgil, Hadbawnik",368,Shearsman Books,2021-10-31,26.31,3.69,5,1,0,0,0,0,1,2714300,9781848617803,English,"Poetry, Drama"
Access Accents: London (Cockney) : An accent training resource for actors,"Gwyneth Strong, Penny Dyer",1,Bloomsbury Publishing PLC,2008-08-01,23.98,6.51,3,1,0,0,1,0,0,698022,9780713685183,English,"Poetry, Drama"
Access Accents: London (Cockney) : An accent training resource for actors,"Gwyneth Strong, Penny Dyer",1,Bloomsbury Publishing PLC,2008-08-01,23.98,6.51,3,1,0,0,1,0,0,698022,9780713685183,English,"Poetry, Drama"
Forbidden Knowledge : From Prometheus to Pornography,Roger Shattuck,369,Harper Paperbacks,1997-10-01,21.92,0.08,3.52,481,16,63,150,160,92,59601,9780156005517,English,"Poetry, Drama"
The Complete Works Of William Shakespeare,Adam Long,80,Hal Leonard Corporation,2000-02-01,8.53,2.87,4.47,8645,123,140,775,2157,5450,672678,9781557832719,English,"Poetry, Drama"
Liber Amoris,William Hazlitt,224,Carcanet Press Ltd,2008-09-01,13.95,2.05,3.19,126,10,31,31,33,21,713563,9781857548570,English,"Poetry, Drama"
The New Oxford Book of Eighteenth-Century Verse : Reissue,Roger Lonsdale,912,Oxford University Press,2009-05-07,18.65,7.85,3.9,21,0,1,5,10,5,758424,9780199560721,English,"Poetry, Drama"
The Inferno of Dante Alighieri,"Dante Alighieri, Ciaran Carson",328,"The New York Review of Books, Inc",2004-10-31,17.55,0.45,4.01,165642,3173,9036,33468,56448,63517,554735,9781590171141,English,"Poetry, Drama"
"Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?, Vol. 2 (manga)","Dachima Inaka, Meicha",176,"Little, Brown & Company",2020-01-14,11.38,2.12,3.26,19,2,2,6,7,2,557177,9781975387457,English,"Poetry, Drama"
A Companion to the Book of Margery Kempe,"Allyson Foster, Barry A Windeatt, Claire Sponsler, Diane Watt, Jacqueline Jenkins, Professor John H Arnold, Kate Parker, Katherine J Lewis",270,Boydell & Brewer Ltd,2010-03-15,25.60,0.39,3.75,16,0,2,3,8,3,848416,9781843842149,English,"Poetry, Drama"
"The Complete Works of W. H. Auden, Volume V : Prose: 1963-1968","W. H. Auden, Edward Mendelson",608,Princeton University Press,2015-06-02,66.17,1.83,5,1,0,0,0,0,1,762247,9780691151717,English,"Poetry, Drama"
Tartuffe and the Bourgeois Gentleman : A Dual-Language Book,Moliere,416,Dover Publications Inc.,2003-03-28,15.69,1.31,3.82,38,0,4,8,17,9,341066,9780486404387,English,"Poetry, Drama"
Forbidden Knowledge : From Prometheus to Pornography,Roger Shattuck,369,Harper Paperbacks,1997-10-01,21.92,0.08,3.52,481,16,63,150,160,92,59601,9780156005517,English,"Poetry, Drama"
"Essays on Performance Writing, Poetics and Poetry: Vol 1 : On Performance Writing, with pedagogical sketches",John A. Hall,252,Shearsman Books,2013-10-15,21.31,3.99,3.5,2,0,0,1,1,0,799937,9781848613171,English,"Poetry, Drama"
On Farting : Language and Laughter in the Middle Ages,V. Allen,239,Palgrave Macmillan,2010-05-13,76.09,16.41,3.71,17,0,2,3,10,2,993946,9780230100398,English,"Poetry, Drama"
Color Me Drunk : A Drinking and Drawing Activity Book,Potter Gift,128,Random House USA Inc,2012-08-07,18.08,1.92,4.33,27,0,1,5,5,16,323634,9780307886927,English,"Poetry, Drama"
Fjords vol.1,Zachary Schomburg,72,BLACK OCEAN,2012-03-22,10.15,3.84,4.23,426,5,12,69,135,205,867811,9780984475254,English,"Poetry, Drama"
History and Repetition,"Kojin Karatani, Seiji Lippit",272,Columbia University Press,2011-12-02,30.18,5.82,4.17,47,0,2,8,17,20,566442,9780231157292,English,"Poetry, Drama"
Book of the Sacred Magic of Abramelin the,Samuel L Macgregor,320,Cosimo Classics,2010-07-30,49.85,5.45,4.02,1317,24,76,292,385,540,879634,9781616402556,English,"Poetry, Drama"
Burning the Books : A History of the Deliberate Destruction of Knowledge,Richard Ovenden,320,Harvard University Press,2022-05-03,17.32,1.68,3.74,1057,10,67,323,442,215,2084170,9780674271104,English,"Poetry, Drama"
Mothering by the Book - The Power of Reading Aloud to Overcome Fear and Recapture Joy,"Jennifer Pepito, Sally Clarkson",240,Baker Publishing Group,2022-08-02,13.42,1.08,4.25,341,2,9,48,124,158,609202,9780764239533,English,"Poetry, Drama"
"Unmastered : A Book on Desire, Most Difficult to Tell",Katherine Angel,368,Penguin Books Ltd,2016-02-08,13.05,0.45,3.66,470,12,55,117,183,103,279847,9780718194772,English,"Poetry, Drama"
The Book of Pslams : 97 Divine Diatribes on Humanity's Total Failure,"God, David Javerbaum, Jesus, The Holy Ghost",240,SIMON & SCHUSTER,2022-05-26,18.17,6.83,3.8,50,0,5,14,17,14,991816,9781982176020,English,"Poetry, Drama"
"Euripides Fabulae: Vol. III : (Helena, Phoenissae, Orestes, Bacchae, Iphigenia Aulidensis, Rhesus)","James Diggle, J. Diggle",496,Oxford University Press,1994-09-08,46.17,42.33,4.29,42,0,0,8,14,20,852091,9780198145950,English,"Poetry, Drama"
"Little Book of Latin Love Poetry : A Transitional Reader for Catullus, Horace, and Ovid",Gaius Valerius Catullus,138,"Bolchazy-Carducci Publishers,U.S.",2006-12-01,25.99,0.31,4,9,0,1,2,2,4,854012,9780865166011,English,"Poetry, Drama"
Introduction to Algebraic Geometry,Serge Lang,272,Dover Publications Inc.,2019-04-26,14.79,0.71,3.5,2,0,0,1,1,0,59247,9780486834221,English,"Poetry, Drama"
Palace of Books,"Roger Grenier, Alice Kaplan",158,The University of Chicago Press,2016-05-16,13.19,0.81,3.66,172,5,14,48,73,32,2046472,9780226378909,English,"Poetry, Drama"
"Books As Weapons : Propaganda, Publishing, and the Battle for Global Markets in the Era of World War II",John B. Hench,352,Cornell University Press,2016-10-15,31.57,14.43,3.71,14,0,2,3,6,3,2187200,9781501705656,English,"Poetry, Drama"
Edith Wharton: Collected Stories Vol. 2 1911-1937 (LOA #122),"Edith Wharton, Maureen Howard",848,The Library of America,2001-02-01,37.84,2.15,4.24,68,0,1,8,33,26,685324,9781883011949,English,"Poetry, Drama"
Kahlil Gibran's Little Book of Wisdom,"Kahil Gibran, Neil Douglas-Klotz",208,Hampton Roads Publishing Co,2019-09-06,13.08,3.42,3.66,181,3,19,58,57,44,819036,9781571748355,English,"Poetry, Drama"
The Third Black Book of Horror,"Charles Black, Joel Lane, Gary McMahon",228,Mortbury Press,2008-06-30,13.26,7.64,3.96,23,0,0,8,8,7,870981,9780955606120,English,"Poetry, Drama"
"The Spectator Book of Wit, Humour and Mischief",Marcus Berkmann,480,"Little, Brown Book Group",2019-05-28,13.00,5.00,3.32,28,6,0,6,11,5,890645,9780349143415,English,"Poetry, Drama"
"The Ecclesiastical History of Orderic Vitalis: Volume VI: Books XI, XII, & XIII","Orderic Vitalis, Marjorie Chibnall",640,Oxford University Press,1978-06-15,261.86,81.64,4.4,5,0,0,1,1,3,1637729,9780198222422,English,"Poetry, Drama"
Reflections of a Nonpolitical Man,"Thomas Mann, Walter D. Morris",468,"The New York Review of Books, Inc",2021-05-18,24.35,1.65,3.57,112,6,12,33,34,27,523778,9781681375311,English,"Poetry, Drama"
Summary and Analysis of Alexander Hamilton : Based on the Book by Ron Chernow,Worth Books,76,OPEN ROAD MEDIA,2017-05-09,10.13,0.86,3.62,21,1,3,3,10,4,1454872,9781504046664,English,"Poetry, Drama"
The Men in My Life,Vivian Gornick,216,MIT Press Ltd,2008-09-30,18.28,0.22,4.04,107,0,2,28,41,36,701391,9780262073035,English,"Poetry, Drama"
Paris and Elsewhere,"Richard Cobb, Julian Barnes",364,"The New York Review of Books, Inc",2004-03-31,22.64,1.36,3.42,24,0,5,7,9,3,589507,9781590170823,English,"Poetry, Drama"
"The Masnavi of Rumi, Book Two : A New English Translation with Explanatory Notes","Jalaloddin Rumi, Alan Williams",512,Bloomsbury Publishing PLC,2020-02-20,58.73,7.27,5,1,0,0,0,0,1,811924,9781788313148,English,"Poetry, Drama"
Conquer the Day : A Book of Affirmations,Josh Mecouch,144,HarperCollins Publishers Inc,2021-05-27,14.63,1.37,4.52,259,0,3,25,66,165,312016,9780063016491,English,"Poetry, Drama"
I Ching : The Book of Change: A New Translation,"Hinton, David",160,"Farrar, Straus & Giroux Inc",2017-05-09,12.65,0.34,3.59,115,6,12,35,32,30,57822,9780374536428,English,"Poetry, Drama"
The New Oxford Book of Christian Verse,Donald Davie,350,Oxford University Press,2003-10-02,33.58,12.02,3.88,43,1,3,10,15,14,781743,9780192804860,English,"Poetry, Drama"
Criminal Child : Selected Essays,"Jean Genet, Jeffrey Zuckerman",280,"The New York Review of Books, Inc",2020-01-21,12.87,6.13,3.74,212,3,17,67,70,55,561831,9781681373614,English,"Poetry, Drama"
Jejuri,Arun Kolatkar,96,"The New York Review of Books, Inc",2005-12-30,13.80,2.70,4.26,371,3,4,62,126,176,589029,9781590171639,English,"Poetry, Drama"
"Love, Death + Robots The Official Anthology : Vol 2+3","Neal Asher, J G Ballard, Tim Miller",296,Cohesion Press,2022-06-05,17.93,2.27,4.24,59,0,0,11,23,25,25074,9781925623437,English,"Poetry, Drama"
A Social History of Books and Libraries from Cuneiform to Bytes,Patrick M. Valentine,222,Scarecrow Press,2012-11-02,78.09,20.41,3.2,10,0,3,3,3,1,1880593,9780810885707,English,"Poetry, Drama"
Light and Dark : A Novel,"Natsume Soseki, John Nathan",464,Columbia University Press,2016-05-03,28.93,1.97,3.8,306,3,15,96,117,75,566444,9780231161435,English,"Poetry, Drama"
"Get Started in Writing an Illustrated Children's Book : Design, develop and write illustrated children's books for kids of all ages",Lucy Courtenay,240,John Murray Press,2017-02-07,13.93,6.07,4,10,0,0,1,8,1,782048,9781473611849,English,"Poetry, Drama"
The Book of Deeds of Arms and of Chivalry : by Christine de Pizan,"Sumner Willard, Charity Cannon Willard",232,Pennsylvania State University Press,1999-05-01,37.99,6.01,3.54,536,45,60,138,145,148,831499,9780271018812,English,"Poetry, Drama"
The Salt Book of Younger Poets,"Roddy Lumsden, Eloise Stonborough, Rachael Allen, Dan Barrow, Jack Belloli, Jay Bernard, Penny Boxall, James Brookes, Phil Brown, Niall Campbell",240,Salt Publishing,2011-10-15,15.00,2.10,3.29,31,1,3,15,10,2,824553,9781907773105,English,"Poetry, Drama"
Working Shakespeare Library,Cicely Berry,157,Hal Leonard Corporation,2004-12-01,90.12,40.88,5,1,0,0,0,0,1,518878,9781557835383,English,"Poetry, Drama"
"A Time to Read: For Those Who Love Books, Children and God : Good Books for Growing Readers","Mary Ruth K. Wilkinson, Heidi Wilkinson Teel",216,"Regent College Publishing,US",2000-06-01,17.35,2.75,4.18,11,0,1,1,4,5,1280199,9781573831468,English,"Poetry, Drama"
O's Little Guide to Finding Your True Purpose,"The Editors of O, the Oprah Magazine",176,Pan Macmillan,2015-10-29,11.35,1.15,3.54,411,8,39,162,128,74,450646,9781447294184,English,"Poetry, Drama"
