title,authors,number_of_pages,publisher,publication_date,price_in_euros,discount_in_euros,rating,number_of_votes_goodreads,number_of_votes_one_star,number_of_votes_two_stars,number_of_votes_three_stars,number_of_votes_four_stars,number_of_votes_five_stars,bestsellers_rank,isbn13,language,category
The Little Book of Neuroscience Haiku,Eric Chudler,240,WW Norton & Co,2013-05-21,14.53,3.47,3.87,46,2,3,14,7,20,860573,9780393708325,English,"Science, Geography"
An Introduction to the Periodic Table of Elements : Chemistry Textbook Grade 8 Children's Chemistry Books,Baby Professor,66,Baby Professor,2017-02-15,14.09,6.31,3,3,1,0,1,0,1,770341,9781541905351,English,"Science, Geography"
Qualitative Diagnosis of Human Movement : Improving Performance in Sport and Exercise,Duane V. Knudson,296,Human Kinetics Publishers,2013-03-14,90.57,4.93,4,3,0,0,1,1,1,782999,9781450421034,English,"Science, Geography"
Introduction to Algebraic Geometry,Serge Lang,272,Dover Publications Inc.,2019-04-26,14.79,0.71,3.5,2,0,0,1,1,0,59247,9780486834221,English,"Science, Geography"
Elementary Theory of Numbers,William J. LeVeque,160,Dover Publications Inc.,2003-03-28,11.03,0.97,3.13,15,1,3,6,3,2,571495,9780486663487,English,"Science, Geography"
"Fibonacci and Lucas Numbers, and the Golden Section : Theory and Applications",Steven Vajda,192,Dover Publications Inc.,2008-03-28,15.57,0.43,4.2,5,0,0,0,4,1,538774,9780486462769,English,"Science, Geography"
Meta Math! : The Quest for Omega,Gregory Chaitin,240,Random House USA Inc,2006-11-14,15.91,1.09,3.65,354,19,42,76,124,93,626320,9781400077977,English,"Science, Geography"
Optimal Filtering,"Brian D O Anderson, John",368,Dover Publications Inc.,2005-02-25,27.67,0.33,3.88,16,0,1,1,13,1,528334,9780486439389,English,"Science, Geography"
The Handy Chemistry Answer Book,Ian C. Stewart,388,Visible Ink Press,2013-11-14,33.64,11.46,3.08,12,1,3,3,4,1,819423,9781578593743,English,"Science, Geography"
Birdpedia : A Brief Compendium of Avian Lore,"Christopher W. Leahy, Abby McBride",272,Princeton University Press,2021-07-06,14.46,2.53,3.92,53,0,1,14,26,12,55351,9780691209661,English,"Science, Geography"
College Geometry : An Introduction to the Modern Geometry of the Triangle and the Circle,Nathan Altshiller-Court,336,Dover Publications Inc.,2007-04-25,16.51,2.49,4.06,16,1,1,1,6,7,559964,9780486458052,English,"Science, Geography"
Big Bang: A Ladybird Expert Book : Discover how the universe began,Marcus Chown,56,Penguin Books Ltd,2018-07-24,9.33,8.17,4,17,0,0,3,11,3,804283,9780718187842,English,"Science, Geography"
Problems in Group Theory,John D. Dixon,192,Dover Publications Inc.,2007-02-23,13.82,0.18,4,2,0,0,1,0,1,518624,9780486459165,English,"Science, Geography"
Dynamic Programming,Richard Bellman,366,Dover Publications Inc.,2003-03-04,23.47,0.53,4.27,26,0,0,3,13,10,518611,9780486428093,English,"Science, Geography"
